playername,year,realERA,adjustedERA,nextERA
Clay Kirby,1972,3.09,2.98,4.75
Clay Kirby,1973,4.75,4.63,3.29
Clayton Kershaw,2008,4.30,3.97,2.82
Clayton Kershaw,2009,2.82,2.41,2.91
Clayton Kershaw,2010,2.91,2.62,2.28
Clayton Kershaw,2011,2.28,2.13,2.53
Clayton Kershaw,2012,2.53,2.27,1.83
Clayton Kershaw,2013,1.83,1.68,1.77
Clayton Kershaw,2014,1.77,1.46,2.13
Clayton Kershaw,2015,2.13,1.98,1.69
Clayton Kershaw,2016,1.69,1.46,2.31
Clayton Kershaw,2017,2.31,2.15,2.73
Clayton Kershaw,2018,2.73,2.53,3.05
Clayton Kershaw,2021,3.55,3.28,2.28
Clayton Kershaw,2022,2.28,1.91,2.46
Clayton Richard,2009,4.42,4.06,3.75
Clayton Richard,2017,4.79,4.41,5.33
Cliff Chambers,1949,3.77,3.54,4.12
Cliff Chambers,1950,4.12,4.00,4.11
Cliff Fannin,1947,4.11,3.70,4.36
Cliff Fannin,1948,4.36,4.12,6.07
Cliff Lee,2004,5.43,5.15,3.79
Cliff Lee,2005,3.79,3.62,4.40
Cliff Lee,2008,2.54,2.15,3.22
Cliff Lee,2009,3.22,2.99,3.18
Cliff Lee,2010,3.18,2.92,2.40
Cliff Lee,2011,2.40,2.20,3.16
Cliff Lee,2012,3.16,2.97,2.87
Cliff Melton,1937,2.87,2.74,3.81
Cliff Melton,1938,3.81,3.74,3.84
Cliff Melton,1939,3.84,3.60,5.21
Cliff Melton,1940,5.21,5.01,3.49
Cliff Melton,1941,3.49,3.31,2.90
Cliff Melton,1942,2.90,2.59,3.26
Clint Brown,1930,4.56,4.31,4.67
Clint Brown,1931,4.67,4.51,4.00
Clint Brown,1932,4.00,3.78,3.57
Clint Hartung,1947,4.26,3.96,3.99
Clint Hartung,1948,3.99,3.70,5.09
Clyde Wright,1970,2.83,2.61,2.99
Clyde Wright,1971,2.99,2.95,2.98
Clyde Wright,1972,2.98,2.74,3.65
Clyde Wright,1973,3.65,3.51,4.48
Colby Lewis,2010,3.72,3.38,4.40
Colby Lewis,2011,4.40,4.16,3.43
Colby Lewis,2014,5.18,4.66,4.66
Colby Lewis,2015,4.66,4.32,3.71
Cole Hamels,2006,4.08,3.80,3.39
Cole Hamels,2007,3.39,3.18,3.09
Cole Hamels,2008,3.09,2.90,4.32
Cole Hamels,2009,4.32,4.07,3.06
Cole Hamels,2010,3.06,2.94,2.75
Cole Hamels,2011,2.75,2.52,3.05
Cole Hamels,2012,3.05,2.88,3.60
Cole Hamels,2013,3.60,3.36,2.46
Cole Hamels,2014,2.46,2.25,3.65
Cole Hamels,2015,3.65,3.32,3.32
Cole Hamels,2016,3.32,3.03,4.20
Cole Hamels,2017,4.20,3.91,3.78
Cole Hamels,2018,3.78,3.65,3.81
Cole Irvin,2021,4.24,3.94,3.98
Collin McHugh,2014,2.73,2.51,3.89
Collin McHugh,2015,3.89,3.59,4.34
Connie Johnson,1956,3.50,3.46,3.24
Connie Marrero,1950,5.04,4.76,3.90
Connie Marrero,1951,3.90,3.52,2.88
Connie Marrero,1952,2.88,2.60,3.03
Corbin Burnes,2021,2.43,2.29,2.94
Corbin Burnes,2022,2.94,2.77,3.39
Corey Kluber,2013,3.92,3.53,2.44
Corey Kluber,2014,2.44,2.28,3.49
Corey Kluber,2015,3.49,3.38,3.14
Corey Kluber,2016,3.14,2.97,2.25
Corey Kluber,2017,2.25,2.06,2.89
Cory Lidle,2001,3.59,3.30,3.90
Cory Lidle,2002,3.90,3.69,5.75
Cory Lidle,2003,5.75,5.52,4.90
Cory Lidle,2004,4.90,4.59,4.53
Cory Lidle,2005,4.53,4.27,4.83
Craig McMurtry,1983,3.11,2.97,4.22
Craig Stammen,2009,5.11,4.76,5.06
Craig Swan,1976,3.56,3.27,4.27
Craig Swan,1977,4.27,4.11,2.44
Craig Swan,1978,2.44,2.25,3.29
Craig Swan,1979,3.29,3.04,3.58
Cristian Javier,2022,2.68,2.27,4.56
Curt Davis,1934,2.98,2.81,3.49
Curt Davis,1935,3.49,3.25,3.51
Curt Davis,1938,4.06,3.81,3.72
Curt Davis,1939,3.72,3.60,4.83
Curt Davis,1940,4.83,4.62,1.97
Curt Davis,1941,1.97,1.73,2.58
Curt Davis,1942,2.58,2.40,3.77
Curt Davis,1943,3.77,3.50,3.50
Curt Davis,1944,3.50,3.29,3.14
Curt Schilling,1992,2.27,2.06,4.02
Curt Schilling,1995,3.57,3.22,3.19
Curt Schilling,1996,3.19,2.90,2.97
Curt Schilling,1997,2.97,2.80,3.25
Curt Schilling,1998,3.25,3.07,3.54
Curt Schilling,1999,3.54,3.31,3.81
Curt Schilling,2000,3.81,3.59,2.98
Curt Schilling,2001,2.98,2.66,3.14
Curt Schilling,2002,3.14,2.94,2.95
Curt Schilling,2003,2.95,2.71,3.26
Curt Schilling,2006,3.97,3.62,3.87
Curt Simmons,1952,2.82,2.69,3.11
Curt Simmons,1953,3.11,2.80,2.82
Curt Simmons,1954,2.82,2.61,4.65
Curt Simmons,1955,4.65,4.65,3.38
Curt Simmons,1956,3.38,3.25,3.33
Curt Simmons,1957,3.33,3.06,4.44
Curt Simmons,1960,2.69,2.54,3.10
Curt Simmons,1961,3.10,2.93,3.52
Curt Simmons,1962,3.52,3.26,2.48
Curt Simmons,1963,2.48,2.38,3.43
Curt Simmons,1964,3.43,3.31,4.06
Curt Young,1986,3.55,2.99,4.08
Curt Young,1987,4.08,3.84,4.14
Curt Young,1988,4.14,3.44,3.93
Curt Young,1989,3.93,3.35,4.53
Cy Blanton,1935,2.46,2.35,3.44
Cy Blanton,1936,3.44,3.24,3.23
Cy Blanton,1937,3.23,3.10,3.66
Cy Falkenberg,1913,2.03,1.87,2.21
Cy Falkenberg,1914,2.21,2.13,2.73
Cy Young,1901,1.65,1.48,2.04
Cy Young,1902,2.04,1.90,2.07
Cy Young,1903,2.07,1.89,2.02
Daisuke Matsuzaka,2007,4.40,4.10,2.90
Dallas Braden,2009,3.89,3.57,3.50
Dallas Keuchel,2013,4.90,4.67,2.93
Dallas Keuchel,2014,2.93,2.77,2.48
Dallas Keuchel,2015,2.48,2.18,4.55
Dallas Keuchel,2016,4.55,4.31,2.90
Dallas Keuchel,2017,2.90,2.48,3.74
Dallas Keuchel,2018,3.74,3.59,3.75
Damian Moss,2002,3.50,3.28,5.14
Dan Griner,1913,5.02,5.02,2.54
Dan Griner,1914,2.54,1.97,3.02
Dan Haren,2005,3.73,3.50,4.12
Dan Haren,2006,4.12,3.85,3.07
Dan Haren,2007,3.07,2.93,3.33
Dan Haren,2008,3.33,3.18,3.14
Dan Haren,2009,3.14,2.97,3.91
Dan Haren,2010,3.91,3.75,3.19
Dan Haren,2011,3.19,2.97,4.33
Dan Haren,2012,4.33,4.15,4.70
Dan Haren,2013,4.70,4.39,4.02
Dan Haren,2014,4.02,3.74,3.60
Dan Petry,1980,4.06,3.80,3.06
Dan Petry,1981,3.06,2.99,3.22
Dan Petry,1982,3.22,3.07,3.92
Dan Petry,1983,3.92,3.71,3.24
Dan Petry,1984,3.24,3.10,3.36
Dan Petry,1985,3.36,3.19,4.66
Dan Petry,1986,4.66,4.42,6.31
Dan Petry,1987,6.31,6.05,4.38
Dan Reichert,2000,4.80,4.43,5.66
Dan Schatzeder,1978,3.19,2.99,3.06
Dan Schatzeder,1979,3.06,2.66,4.23
Dan Spillner,1974,4.02,3.83,4.53
Dan Straily,2016,3.79,3.49,4.26
Dan Straily,2017,4.26,4.08,4.12
Dana Fillingim,1918,2.25,1.31,3.45
Dana Fillingim,1919,3.45,3.16,2.85
Dana Fillingim,1920,2.85,2.82,3.46
Dane Dunning,2021,4.55,4.26,4.46
Dane Dunning,2022,4.46,4.29,3.55
Daniel Cabrera,2004,5.03,4.71,4.52
Daniel Cabrera,2005,4.52,4.18,4.74
Daniel Cabrera,2006,4.74,4.36,5.55
Daniel Cabrera,2007,5.55,5.36,5.25
Danny Cox,1984,4.07,3.87,2.88
Danny Cox,1985,2.88,2.67,2.90
Danny Cox,1986,2.90,2.71,3.88
Danny Darwin,1983,3.62,3.36,4.09
Danny Darwin,1984,4.09,3.78,3.84
Danny Darwin,1985,3.84,3.58,3.26
Danny Darwin,1986,3.26,2.99,3.56
Danny Darwin,1987,3.56,3.49,4.59
Danny Darwin,1992,3.53,3.28,3.26
Danny Darwin,1996,3.82,3.56,4.33
Danny Darwin,1997,4.33,4.09,5.41
Danny Duffy,2014,2.55,2.55,4.35
Danny Duffy,2015,4.35,4.10,3.56
Danny Duffy,2016,3.56,3.30,3.81
Danny Duffy,2017,3.81,3.54,4.88
Danny Duffy,2018,4.88,4.72,4.34
Danny Jackson,1985,3.42,3.29,3.09
Danny Jackson,1986,3.09,2.89,4.02
Danny Jackson,1987,4.02,4.02,2.73
Danny Jackson,1988,2.73,2.57,5.60
Danny Jackson,1989,5.60,5.16,3.67
Danny Jackson,1992,3.84,3.44,3.77
Danny Jackson,1993,3.77,3.50,3.26
Danny Jackson,1994,3.26,2.79,5.90
Danny MacFayden,1927,4.57,4.28,4.71
Danny MacFayden,1928,4.71,4.55,3.52
Danny MacFayden,1929,3.52,3.36,4.28
Danny MacFayden,1930,4.28,4.07,4.03
Danny MacFayden,1931,4.03,3.72,4.31
Danny MacFayden,1935,5.05,4.73,2.86
Danny MacFayden,1936,2.86,2.70,2.93
Danny MacFayden,1937,2.93,2.71,2.96
Danny MacFayden,1938,2.96,2.80,3.84
Danny Salazar,2014,4.25,3.98,3.45
Danny Salazar,2015,3.45,3.23,3.87
Darrell May,2002,4.99,4.59,3.88
Darrell May,2003,3.88,3.75,5.61
Darren Dreifort,1998,4.36,4.20,4.83
Darren Dreifort,1999,4.83,4.59,4.16
Darren Oliver,1996,4.66,4.31,4.20
Darren Oliver,1997,4.20,3.98,5.73
Darren Oliver,1998,5.73,5.46,4.26
Darren Oliver,1999,4.26,4.07,7.42
Darren Oliver,2000,7.42,6.96,6.02
Darryl Kile,1991,3.07,2.71,3.95
Darryl Kile,1992,3.95,3.59,3.60
Darryl Kile,1993,3.60,3.38,4.57
Darryl Kile,1994,4.57,4.26,4.87
Darryl Kile,1995,4.87,4.50,4.25
Darryl Kile,1996,4.25,3.95,2.57
Darryl Kile,1997,2.57,2.41,5.20
Darryl Kile,1998,5.20,4.85,6.61
Darryl Kile,1999,6.61,6.44,3.91
Darryl Kile,2000,3.91,3.63,3.09
Dave Boswell,1966,3.27,3.02,3.36
Dave Boswell,1967,3.36,3.26,3.44
Dave Boswell,1968,3.44,3.24,3.24
Dave Burba,1996,3.87,3.69,4.80
Dave Burba,1997,4.80,4.31,4.14
Dave Burba,1998,4.14,3.97,4.25
Dave Burba,1999,4.25,3.99,4.47
Dave Burba,2000,4.47,4.32,6.54
Dave Burba,2001,6.54,6.14,5.09
Dave Danforth,1923,3.81,3.58,4.46
Dave Danforth,1924,4.46,4.29,4.67
Dave Davenport,1914,3.24,3.08,2.12
Dave Davenport,1915,2.12,2.06,2.72
Dave Davenport,1916,2.72,2.58,3.21
Dave Davenport,1917,3.21,3.13,3.20
Dave Davenport,1918,3.20,3.01,4.07
Dave Dravecky,1985,2.77,2.51,3.07
Dave Dravecky,1986,3.07,2.92,3.35
Dave Fleming,1992,3.39,3.21,4.36
Dave Fleming,1993,4.36,4.15,6.46
Dave Freisleben,1974,3.70,3.54,4.26
Dave Freisleben,1975,4.26,4.07,3.64
Dave Freisleben,1976,3.64,3.38,4.71
Dave Giusti,1966,4.24,4.04,4.24
Dave Giusti,1967,4.24,4.07,3.00
Dave Goltz,1974,3.44,3.16,3.67
Dave Goltz,1975,3.67,3.46,3.35
Dave Goltz,1976,3.35,3.15,3.36
Dave Goltz,1977,3.36,3.23,2.49
Dave Goltz,1978,2.49,2.26,4.16
Dave Goltz,1979,4.16,4.05,4.51
Dave Hillman,1958,2.92,2.75,3.72
Dave Koslo,1946,3.41,3.25,4.65
Dave Koslo,1947,4.65,4.43,3.61
Dave Koslo,1948,3.61,3.39,2.80
Dave Koslo,1949,2.80,2.56,4.59
Dave Koslo,1950,4.59,4.47,3.45
Dave Koslo,1951,3.45,3.14,3.68
Dave LaPoint,1982,3.52,3.13,3.95
Dave LaPoint,1983,3.95,3.78,3.96
Dave LaPoint,1984,3.96,3.52,3.57
Dave LaPoint,1988,3.25,3.10,5.62
Dave LaPoint,1989,5.62,5.32,4.12
Dave Lemanczyk,1977,4.25,4.19,5.90
Dave Lemanczyk,1978,5.90,5.68,3.65
Dave McNally,1963,4.77,4.49,3.96
Dave McNally,1964,3.96,3.70,2.96
Dave McNally,1965,2.96,2.83,3.20
Dave McNally,1966,3.20,3.03,4.46
Dave McNally,1967,4.46,4.00,1.95
Dave McNally,1968,1.95,1.89,3.22
Dave McNally,1969,3.22,2.88,3.22
Dave McNally,1970,3.22,3.14,2.89
Dave McNally,1971,2.89,2.73,2.95
Dave McNally,1972,2.95,2.88,3.21
Dave McNally,1973,3.21,2.97,3.62
Dave Mlicki,1997,4.00,3.82,4.57
Dave Mlicki,1998,4.57,4.31,4.60
Dave Mlicki,1999,4.60,4.28,5.83
Dave Mlicki,2000,5.83,5.34,6.34
Dave Morehead,1963,3.81,3.63,4.98
Dave Morehead,1964,4.98,4.70,4.04
Dave Righetti,1981,2.05,1.65,3.93
Dave Righetti,1982,3.93,3.72,3.44
Dave Roberts,1970,4.30,3.95,2.14
Dave Roberts,1971,2.14,1.96,4.41
Dave Roberts,1972,4.41,4.18,2.85
Dave Roberts,1973,2.85,2.54,3.58
Dave Roberts,1974,3.58,3.38,4.46
Dave Roberts,1975,4.46,4.22,4.00
Dave Roberts,1976,4.00,3.82,4.93
Dave Roberts,1977,4.93,4.65,5.18
Dave Rozema,1977,3.09,2.91,3.14
Dave Sisler,1957,4.78,4.27,4.85
Dave Stewart,1986,3.35,3.06,3.68
Dave Stewart,1987,3.68,3.50,3.23
Dave Stewart,1988,3.23,3.02,3.32
Dave Stewart,1989,3.32,3.11,2.56
Dave Stewart,1990,2.56,2.38,5.18
Dave Stewart,1991,5.18,5.02,3.66
Dave Stewart,1992,3.66,3.55,4.44
Dave Stewart,1993,4.44,3.93,5.87
Dave Stieb,1979,4.31,4.14,3.64
Dave Stieb,1980,3.64,3.45,3.19
Dave Stieb,1981,3.19,3.01,3.25
Dave Stieb,1982,3.25,3.12,3.04
Dave Stieb,1983,3.04,2.91,2.83
Dave Stieb,1984,2.83,2.61,2.48
Dave Stieb,1985,2.48,2.40,4.74
Dave Stieb,1986,4.74,4.57,4.18
Dave Stieb,1987,4.18,3.93,3.07
Dave Stieb,1988,3.07,2.91,3.35
Dave Stieb,1989,3.35,3.10,2.93
Dave Wickersham,1963,4.20,4.05,3.45
Dave Wickersham,1964,3.45,3.13,3.88
David Bush,2005,4.43,4.02,4.25
David Bush,2006,4.25,4.05,5.20
David Bush,2007,5.20,4.84,4.28
David Bush,2008,4.28,4.12,6.27
David Bush,2009,6.27,5.95,4.55
David Cone,1988,2.10,1.94,3.54
David Cone,1989,3.54,3.28,3.25
David Cone,1990,3.25,3.09,3.29
David Cone,1991,3.29,3.08,2.87
David Cone,1992,2.87,2.69,3.33
David Cone,1993,3.33,3.18,2.94
David Cone,1994,2.94,2.78,3.57
David Cone,1997,2.82,2.56,3.55
David Cone,1998,3.55,3.23,3.44
David Cone,1999,3.44,3.19,6.74
David Cone,2000,6.74,6.38,4.31
David Palmer,1985,3.70,3.33,3.65
David Palmer,1986,3.65,3.38,4.90
David Palmer,1987,4.90,4.74,4.47
David Price,2009,4.42,4.04,2.73
David Price,2010,2.73,2.49,3.49
David Price,2011,3.49,3.35,2.56
David Price,2012,2.56,2.35,3.39
David Price,2013,3.39,3.23,3.26
David Price,2014,3.26,3.00,2.45
David Price,2015,2.45,2.15,3.99
David Price,2018,3.58,3.39,4.28
David Wells,1990,3.11,2.93,3.75
David Wells,1993,4.17,3.87,3.96
David Wells,1994,3.96,3.63,3.24
David Wells,1995,3.24,3.06,5.14
David Wells,1996,5.14,4.88,4.21
David Wells,1997,4.21,3.81,3.49
David Wells,1998,3.49,3.23,4.82
David Wells,1999,4.82,4.63,4.11
David Wells,2000,4.11,3.90,4.47
David Wells,2001,4.47,4.38,3.75
David Wells,2002,3.75,3.57,4.21
David Wells,2003,4.21,3.88,3.73
David Wells,2004,3.73,3.43,4.45
Dazzy Vance,1922,3.45,3.24,3.46
Dazzy Vance,1923,3.46,3.33,2.22
Dazzy Vance,1924,2.22,2.11,3.49
Dazzy Vance,1925,3.49,3.34,3.93
Dazzy Vance,1926,3.93,3.80,2.73
Dazzy Vance,1927,2.73,2.59,2.10
Dazzy Vance,1928,2.10,1.97,3.69
Dazzy Vance,1929,3.69,3.53,2.43
Dazzy Vance,1930,2.43,2.22,3.34
Dazzy Vance,1931,3.34,3.14,4.28
Deacon Phillippe,1901,2.25,2.14,2.06
Dean Chance,1962,3.10,2.90,3.38
Dean Chance,1963,3.38,3.24,1.57
Dean Chance,1964,1.57,1.54,3.11
Dean Chance,1965,3.11,2.96,3.04
Dean Chance,1966,3.04,2.92,2.74
Dean Chance,1967,2.74,2.62,2.58
Dean Kremer,2022,3.23,2.88,4.12
Dean Stone,1954,3.28,3.04,4.13
Dennis Bennett,1962,4.07,3.77,2.70
Dennis Bennett,1963,2.70,2.51,3.47
Dennis Bennett,1964,3.47,3.30,4.37
Dennis Blair,1974,3.27,3.03,3.68
Dennis Eckersley,1975,2.82,2.59,3.45
Dennis Eckersley,1976,3.45,3.21,3.53
Dennis Eckersley,1977,3.53,3.31,3.02
Dennis Eckersley,1978,3.02,2.86,2.99
Dennis Eckersley,1979,2.99,2.87,4.28
Dennis Eckersley,1980,4.28,4.07,4.27
Dennis Eckersley,1981,4.27,3.99,3.73
Dennis Eckersley,1982,3.73,3.52,5.61
Dennis Eckersley,1983,5.61,5.31,3.60
Dennis Eckersley,1984,3.60,3.44,3.08
Dennis Eckersley,1985,3.08,2.94,4.59
Dennis Lamp,1978,3.31,3.18,3.69
Dennis Lamp,1979,3.69,3.40,5.21
Dennis Leonard,1975,3.77,3.53,3.52
Dennis Leonard,1976,3.52,3.36,3.04
Dennis Leonard,1977,3.04,2.92,3.33
Dennis Leonard,1978,3.33,3.17,4.08
Dennis Leonard,1979,4.08,3.91,3.79
Dennis Leonard,1980,3.79,3.57,2.99
Dennis Leonard,1981,2.99,2.75,5.10
Dennis Martinez,1978,3.45,3.28,3.67
Dennis Martinez,1981,3.12,2.94,4.12
Dennis Martinez,1982,4.12,3.85,6.08
Dennis Martinez,1983,6.08,5.60,4.67
Dennis Martinez,1984,4.67,4.41,5.31
Dennis Martinez,1987,3.30,2.97,2.72
Dennis Martinez,1988,2.72,2.51,3.17
Dennis Martinez,1989,3.17,3.03,2.95
Dennis Martinez,1990,2.95,2.77,2.39
Dennis Martinez,1991,2.39,2.22,2.47
Dennis Martinez,1992,2.47,2.30,3.85
Dennis Martinez,1993,3.85,3.85,3.52
Dennis Martinez,1994,3.52,3.32,3.08
Dennis Martinez,1995,3.08,3.00,4.50
Dennis Rasmussen,1986,3.88,3.66,4.54
Dennis Rasmussen,1987,4.54,4.22,3.43
Dennis Rasmussen,1988,3.43,3.19,4.26
Dennis Rasmussen,1989,4.26,4.02,4.51
Dennis Rasmussen,1990,4.51,4.39,3.74
Dennis Ribant,1966,3.50,3.22,4.11
Denny Galehouse,1939,4.51,4.22,4.87
Denny Galehouse,1940,4.87,4.44,3.85
Denny Galehouse,1941,3.85,3.62,3.54
Denny Galehouse,1942,3.54,3.29,2.84
Denny Galehouse,1943,2.84,2.61,2.96
Denny Galehouse,1946,3.62,3.48,3.86
Denny Lemaster,1963,3.06,2.81,4.30
Denny Lemaster,1964,4.30,4.14,4.32
Denny Lemaster,1965,4.32,4.03,3.74
Denny Lemaster,1966,3.74,3.48,3.34
Denny Lemaster,1967,3.34,3.13,2.80
Denny Lemaster,1968,2.80,2.54,3.18
Denny Lemaster,1969,3.18,3.07,4.70
Denny McLain,1965,2.63,2.43,3.92
Denny McLain,1966,3.92,3.73,3.79
Denny McLain,1967,3.79,3.63,1.96
Denny McLain,1968,1.96,1.86,2.81
Denny Neagle,1994,5.12,4.74,3.43
Denny Neagle,1995,3.43,3.25,3.50
Denny Neagle,1996,3.50,3.09,2.97
Denny Neagle,1997,2.97,2.79,3.59
Denny Neagle,1998,3.59,3.26,4.28
Denny Neagle,1999,4.28,3.85,4.45
Denny Neagle,2000,4.45,4.22,5.38
Denny Neagle,2001,5.38,5.10,5.30
Derek Holland,2011,3.95,3.74,4.72
Derek Holland,2012,4.72,4.34,3.42
Derek Holland,2016,5.04,4.21,5.99
Derek Holland,2017,5.99,5.61,3.67
Derek Lilliquist,1989,3.98,3.75,5.12
Derek Lowe,2002,2.58,2.44,4.47
Derek Lowe,2003,4.47,4.20,5.42
Derek Lowe,2004,5.42,5.15,3.61
Derek Lowe,2005,3.61,3.45,3.68
Derek Lowe,2006,3.68,3.39,3.90
Derek Lowe,2007,3.90,3.59,3.24
Derek Lowe,2008,3.24,2.95,4.67
Derek Lowe,2009,4.67,4.40,4.00
Derek Lowe,2010,4.00,3.75,5.05
Derek Lowe,2011,5.05,4.82,5.52
Dick Barrett,1943,2.56,2.41,4.00
Dick Barrett,1944,4.00,3.72,5.16
Dick Bosman,1969,2.36,2.14,3.00
Dick Bosman,1970,3.00,2.74,3.73
Dick Bosman,1971,3.73,3.47,3.63
Dick Bosman,1972,3.63,3.40,5.48
Dick Bosman,1973,5.48,5.12,3.80
Dick Bosman,1974,3.80,3.47,3.67
Dick Coffman,1930,4.76,4.66,3.53
Dick Coffman,1931,3.53,3.16,4.19
Dick Donovan,1955,3.19,2.94,3.61
Dick Donovan,1956,3.61,3.46,2.81
Dick Donovan,1957,2.81,2.66,3.01
Dick Donovan,1958,3.01,2.90,3.79
Dick Donovan,1961,2.38,2.17,3.59
Dick Donovan,1962,3.59,3.39,4.24
Dick Donovan,1963,4.24,4.02,4.32
Dick Drago,1969,3.70,3.48,3.76
Dick Drago,1970,3.76,3.63,2.76
Dick Drago,1971,2.76,2.51,3.01
Dick Drago,1972,3.01,2.91,4.24
Dick Drago,1973,4.24,4.12,4.09
Dick Drott,1957,3.66,3.44,5.72
Dick Ellsworth,1960,3.65,3.55,4.03
Dick Ellsworth,1961,4.03,3.78,5.08
Dick Ellsworth,1962,5.08,4.86,2.11
Dick Ellsworth,1963,2.11,1.97,3.72
Dick Ellsworth,1964,3.72,3.64,3.86
Dick Ellsworth,1965,3.86,3.73,3.90
Dick Ellsworth,1966,3.90,3.72,5.20
Dick Ellsworth,1967,5.20,4.70,3.15
Dick Ellsworth,1968,3.15,2.85,4.39
Dick Errickson,1940,3.05,2.89,4.49
Dick Fowler,1946,3.43,3.27,2.84
Dick Fowler,1947,2.84,2.73,3.85
Dick Fowler,1948,3.85,3.71,3.77
Dick Littlefield,1953,5.91,5.76,3.78
Dick Newsome,1941,4.14,3.74,5.00
Dick Newsome,1942,5.00,4.65,4.27
Dick Rudolph,1913,3.36,3.18,2.25
Dick Rudolph,1914,2.25,2.14,2.50
Dick Rudolph,1915,2.50,2.39,2.16
Dick Rudolph,1916,2.16,2.08,3.33
Dick Rudolph,1917,3.33,3.19,2.34
Dick Rudolph,1918,2.34,1.89,2.22
Dick Ruthven,1973,4.25,4.01,4.02
Dick Ruthven,1976,4.19,3.98,4.27
Dick Ruthven,1977,4.27,4.00,3.38
Dick Ruthven,1978,3.38,3.26,4.27
Dick Ruthven,1979,4.27,3.83,3.55
Dick Ruthven,1980,3.55,3.33,5.23
Dick Ruthven,1981,5.23,4.79,3.63
Dick Ruthven,1982,3.63,3.45,4.38
Dick Ruthven,1983,4.38,4.24,5.01
Dick Selma,1968,2.94,2.78,4.07
Dick Stigman,1962,3.82,3.52,3.25
Dick Stigman,1963,3.25,3.11,4.24
Dick Tidrow,1972,2.91,2.76,4.47
Dick Tidrow,1973,4.47,4.31,4.48
Dick Woodson,1972,2.72,2.59,3.95
Dickey Kerr,1919,3.59,3.33,3.05
Dickey Kerr,1920,3.05,2.92,4.37
Dickie Noles,1982,4.43,4.14,4.78
Diego Segui,1963,3.52,3.21,4.59
Diego Segui,1964,4.59,4.48,5.01
Diego Segui,1970,2.33,2.13,3.21
Dillon Gee,2011,4.32,3.95,4.10
Dillon Gee,2012,4.10,3.71,3.62
Dillon Gee,2013,3.62,3.35,4.00
Dixie Davis,1920,3.43,3.37,4.29
Dixie Davis,1921,4.29,4.20,4.22
Dixie Davis,1922,4.22,3.86,3.66
Dixie Davis,1923,3.66,3.51,4.67
Dixie Davis,1924,4.67,4.42,4.60
Dixie Leverett,1922,3.17,2.96,4.30
Dizzy Dean,1932,3.39,3.29,2.87
Dizzy Dean,1933,2.87,2.69,2.63
Dizzy Dean,1934,2.63,2.46,3.17
Dizzy Dean,1935,3.17,2.96,3.32
Dizzy Dean,1936,3.32,3.10,2.67
Dizzy Trout,1941,3.57,3.29,3.52
Dizzy Trout,1942,3.52,3.36,2.71
Dizzy Trout,1943,2.71,2.59,2.16
Dizzy Trout,1944,2.16,2.02,3.32
Dizzy Trout,1945,3.32,3.17,2.37
Dizzy Trout,1946,2.37,2.22,3.62
Dizzy Trout,1947,3.62,3.57,3.56
Dizzy Trout,1950,3.64,3.44,4.52
Dizzy Trout,1951,4.52,4.28,3.84
Doc Ayers,1914,2.54,2.46,2.51
Doc Ayers,1915,2.51,2.23,3.73
Doc Ayers,1916,3.73,3.56,1.56
Doc Ayers,1917,1.56,1.46,3.32
Doc Crandall,1914,3.54,3.37,2.29
Doc Medich,1973,2.87,2.73,3.60
Doc Medich,1974,3.60,3.47,3.53
Doc Medich,1975,3.53,3.45,3.61
Doc Medich,1976,3.61,3.38,4.63
Doc Medich,1977,4.63,4.47,3.87
Doc Medich,1978,3.87,3.78,3.45
Doc Medich,1979,3.45,3.10,3.98
Doc Medich,1980,3.98,3.83,3.08
Doc Medich,1981,3.08,2.79,5.04
Doc Newton,1901,3.72,3.58,2.27
Doc Watson,1914,1.87,1.74,4.28
Doc White,1901,3.26,2.98,2.54
Doc White,1902,2.54,2.39,2.09
Doc White,1903,2.09,2.01,1.78
Dock Ellis,1969,3.63,3.40,3.21
Dock Ellis,1970,3.21,3.02,3.06
Dock Ellis,1971,3.06,2.96,2.70
Dock Ellis,1972,2.70,2.50,3.05
Dock Ellis,1973,3.05,2.77,3.16
Dock Ellis,1974,3.16,3.11,3.84
Dock Ellis,1975,3.84,3.77,3.19
Dock Ellis,1976,3.19,3.03,3.59
Dock Ellis,1977,3.59,3.38,4.20
Dock Ellis,1978,4.20,4.02,6.18
Dolf Luque,1920,2.41,2.14,3.50
Dolf Luque,1921,3.50,3.40,3.40
Dolf Luque,1922,3.40,3.33,1.95
Dolf Luque,1923,1.95,1.77,3.28
Dolf Luque,1924,3.28,3.12,2.66
Dolf Luque,1925,2.66,2.55,3.33
Dolf Luque,1926,3.33,3.23,3.29
Dolf Luque,1927,3.29,3.11,3.63
Dolf Luque,1928,3.63,3.33,4.47
Dolf Luque,1929,4.47,4.08,4.59
Don Aase,1978,4.03,3.84,4.63
Don Aase,1979,4.63,4.47,4.90
Don August,1988,3.20,2.87,5.57
Don Black,1943,4.22,3.91,4.04
Don Black,1944,4.04,3.90,5.07
Don Cardwell,1957,5.38,5.23,4.76
Don Cardwell,1958,4.76,4.31,4.14
Don Cardwell,1959,4.14,3.82,4.54
Don Cardwell,1960,4.54,4.33,3.79
Don Cardwell,1961,3.79,3.65,5.19
Don Cardwell,1962,5.19,4.95,3.12
Don Cardwell,1968,3.02,2.83,2.85
Don Carman,1987,4.22,4.00,4.19
Don Carman,1988,4.19,4.00,5.58
Don Drysdale,1957,2.71,2.56,4.18
