playername,year,realERA,adjustedERA,nextERA
Don Drysdale,1960,2.90,2.20,3.73
Don Drysdale,1961,3.73,2.97,2.78
Don Drysdale,1962,2.78,2.18,2.63
Don Drysdale,1963,2.63,2.08,2.18
Don Drysdale,1964,2.18,1.54,2.78
Don Drysdale,1965,2.78,2.18,3.42
Don Drysdale,1966,3.42,3.00,2.74
Don Drysdale,1967,2.74,2.15,2.15
Don Gullett,1973,3.53,2.50,2.96
Don Gullett,1974,2.96,2.40,2.42
Don Gullett,1975,2.42,1.34,3.18
Don Gullett,1976,3.18,1.97,3.58
Don Larsen,1953,4.66,3.75,4.45
Don Larsen,1956,3.31,2.00,3.79
Don Larsen,1957,3.79,2.52,3.07
Don Larsen,1958,3.07,1.69,4.13
Don Lee,1962,3.54,2.69,3.70
Don Mossi,1959,3.29,2.52,3.56
Don Mossi,1960,3.56,2.43,2.97
Don Mossi,1961,2.97,2.21,4.23
Don Newcombe,1949,2.90,2.30,3.64
Don Newcombe,1950,3.64,2.89,3.35
Don Newcombe,1954,4.75,3.52,3.16
Don Newcombe,1955,3.16,2.33,3.11
Don Newcombe,1956,3.11,2.34,3.49
Don Newcombe,1957,3.49,2.66,4.77
Don Newcombe,1958,4.77,3.95,3.18
Don Nottebart,1963,3.04,2.25,3.71
Don Nottebart,1964,3.71,2.97,5.02
Don Robinson,1978,3.50,2.57,3.88
Don Robinson,1979,3.88,3.04,4.07
Don Robinson,1988,2.33,1.32,3.45
Don Robinson,1989,3.45,2.52,4.42
Don Rudolph,1962,3.63,2.63,4.52
Don Schwall,1961,3.22,2.43,4.74
Don Schwall,1962,4.74,4.09,3.30
Don Sutton,1966,2.94,2.04,4.01
Don Sutton,1967,4.01,3.22,2.72
Don Sutton,1968,2.72,1.92,3.47
Don Sutton,1969,3.47,2.73,4.08
Don Sutton,1970,4.08,3.24,2.56
Don Sutton,1971,2.56,1.87,2.08
Don Sutton,1972,2.08,1.23,2.42
Don Sutton,1973,2.42,1.63,3.23
Don Sutton,1974,3.23,2.51,2.87
Don Sutton,1975,2.87,2.05,3.06
Don Sutton,1976,3.06,2.13,3.18
Don Sutton,1977,3.18,2.27,3.55
Don Sutton,1978,3.55,2.86,3.84
Don Sutton,1979,3.84,3.01,2.21
Don Sutton,1980,2.21,1.52,2.61
Don Sutton,1981,2.61,1.49,3.06
Don Sutton,1982,3.06,2.40,4.08
Don Sutton,1983,4.08,3.27,3.77
Don Sutton,1984,3.77,2.99,3.86
Don Sutton,1985,3.86,2.80,3.74
Don Sutton,1986,3.74,2.56,4.66
Don Wilson,1967,2.70,1.93,2.94
Don Wilson,1968,2.94,2.07,4.04
Don Wilson,1969,4.04,3.33,3.87
Don Wilson,1970,3.87,3.00,2.46
Don Wilson,1971,2.46,1.84,2.68
Don Wilson,1972,2.68,1.96,3.29
Don Wilson,1973,3.29,2.53,2.92
Donovan Osborne,1992,3.78,2.69,3.76
Donovan Osborne,1995,3.81,2.35,3.53
Dontrelle Willis,2003,3.30,2.01,4.02
Dontrelle Willis,2004,4.02,3.05,2.63
Dontrelle Willis,2005,2.63,1.53,3.87
Dontrelle Willis,2006,3.87,2.86,5.17
Doug Davis,2003,3.88,2.49,3.39
Doug Davis,2004,3.39,2.59,3.84
Doug Davis,2005,3.84,3.01,4.91
Doug Davis,2006,4.91,3.68,4.25
Doug Davis,2007,4.25,3.21,4.32
Doug Davis,2008,4.32,3.02,4.12
Doug Drabek,1986,3.95,2.66,3.92
Doug Drabek,1987,3.92,3.18,3.06
Doug Drabek,1988,3.06,2.33,2.82
Doug Drabek,1989,2.82,1.87,2.76
Doug Drabek,1990,2.76,2.09,3.07
Doug Drabek,1991,3.07,2.48,2.77
Doug Drabek,1992,2.77,2.15,3.79
Doug Drabek,1993,3.79,3.03,2.84
Doug Drabek,1994,2.84,1.92,4.77
Doug Drabek,1995,4.77,3.48,4.57
Doug Drabek,1996,4.57,3.38,5.74
Doug Drabek,1997,5.74,4.21,7.19
Doug Fister,2010,4.11,3.07,2.87
Doug Fister,2011,2.87,2.21,3.45
Doug Fister,2012,3.45,1.98,3.68
Doug Fister,2013,3.68,2.55,2.41
Doug McWeeny,1926,3.30,2.38,3.52
Doug McWeeny,1927,3.52,2.66,3.20
Doug McWeeny,1928,3.20,2.38,6.53
Doug Rau,1974,3.73,2.87,3.11
Doug Rau,1975,3.11,2.46,2.44
Doug Rau,1976,2.44,1.47,3.43
Doug Rau,1977,3.43,2.79,3.26
Doyle Alexander,1976,3.63,2.66,3.65
Doyle Alexander,1977,3.65,3.00,3.98
Doyle Alexander,1980,4.20,3.26,2.89
Doyle Alexander,1983,4.87,3.70,3.14
Doyle Alexander,1984,3.14,2.57,3.45
Doyle Alexander,1985,3.45,2.78,4.14
Doyle Alexander,1986,4.14,3.26,3.01
Doyle Alexander,1987,3.01,2.05,4.32
Doyle Alexander,1988,4.32,3.53,4.44
Drew Hutchison,2014,4.48,3.50,5.47
Drew Pomeranz,2016,3.35,2.27,3.32
Drew Smyly,2021,4.75,3.30,3.47
Drew Smyly,2022,3.47,1.83,5.62
Duane Pillette,1951,4.59,3.57,3.55
Duane Pillette,1952,3.55,2.48,4.49
Duane Pillette,1953,4.49,3.14,3.12
Duke Maas,1957,3.51,2.66,3.52
Duke Maas,1958,3.52,2.30,4.82
Dummy Taylor,1901,3.08,2.30,2.20
Dustin Hermanson,1997,3.73,2.71,3.18
Dustin Hermanson,1998,3.18,2.37,4.20
Dustin Hermanson,1999,4.20,3.21,4.60
Dustin Hermanson,2000,4.60,3.24,4.45
Dustin McGowan,2007,4.08,2.75,4.37
Dutch Leonard,1913,2.82,2.23,1.09
Dutch Leonard,1914,1.09,0.53,2.51
Dutch Leonard,1915,2.51,1.52,2.47
Dutch Leonard,1916,2.47,1.59,2.22
Dutch Leonard,1917,2.22,1.55,2.72
Dutch Leonard,1918,2.72,1.05,2.74
Dutch Leonard,1919,2.74,1.67,4.34
Dutch Leonard,1920,4.34,3.38,3.64
Dutch Leonard,1938,3.57,2.69,3.58
Dutch Leonard,1939,3.58,2.92,3.58
Dutch Leonard,1940,3.58,2.79,3.46
Dutch Leonard,1943,3.20,2.11,2.92
Dutch Leonard,1944,2.92,2.15,2.17
Dutch Leonard,1945,2.17,1.60,3.61
Dutch Leonard,1946,3.61,2.45,2.66
Dutch Leonard,1947,2.66,1.86,2.43
Dutch Leonard,1948,2.43,1.81,4.08
Dutch Ruether,1919,1.83,1.41,2.52
Dutch Ruether,1920,2.52,1.93,4.43
Dutch Ruether,1921,4.43,3.57,3.50
Dutch Ruether,1922,3.50,2.80,4.29
Dutch Ruether,1923,4.29,3.56,3.93
Dutch Ruether,1924,3.93,2.77,3.68
Dutch Ruether,1925,3.68,2.93,4.38
Dutch Ruether,1926,4.38,3.30,3.33
Dwight Gooden,1984,2.60,1.44,1.53
Dwight Gooden,1985,1.53,1.12,2.84
Dwight Gooden,1986,2.84,2.19,3.21
Dwight Gooden,1987,3.21,2.08,3.19
Dwight Gooden,1988,3.19,2.44,2.99
Dwight Gooden,1989,2.99,1.94,3.83
Dwight Gooden,1990,3.83,3.00,3.60
Dwight Gooden,1991,3.60,2.53,3.67
Dwight Gooden,1992,3.67,3.14,3.45
Dwight Gooden,1996,5.01,3.75,4.96
Dwight Gooden,1997,4.96,3.38,3.76
Dwight Gooden,1998,3.76,2.89,6.41
Dylan Bundy,2017,4.24,3.11,5.45
Dylan Bundy,2018,5.45,4.16,4.79
Dylan Cease,2021,3.91,2.58,2.20
Dylan Cease,2022,2.20,1.12,4.58
Earl Hamilton,1912,2.53,1.81,2.35
Earl Hamilton,1913,2.35,1.43,2.51
Earl Hamilton,1914,2.51,1.96,2.97
Earl Hamilton,1915,2.97,1.95,2.79
Earl Hamilton,1919,3.32,2.12,3.29
Earl Hamilton,1920,3.29,2.42,3.31
Earl Hamilton,1921,3.31,2.47,3.66
Earl Moore,1901,2.90,2.18,2.93
Earl Moore,1902,2.93,1.92,1.71
Earl Moore,1903,1.71,1.08,2.27
Earl Moseley,1914,3.44,2.73,2.12
Earl Moseley,1915,2.12,1.53,4.13
Earl Whitehill,1924,3.81,3.04,4.72
Earl Whitehill,1925,4.72,3.80,4.09
Earl Whitehill,1926,4.09,3.21,3.48
Earl Whitehill,1927,3.48,2.75,4.36
Earl Whitehill,1928,4.36,3.28,4.57
Earl Whitehill,1929,4.57,3.80,4.51
Earl Whitehill,1930,4.51,3.31,4.08
Earl Whitehill,1931,4.08,3.35,4.56
Earl Whitehill,1932,4.56,3.62,3.28
Earl Whitehill,1933,3.28,2.65,4.51
Earl Whitehill,1934,4.51,3.70,4.29
Earl Whitehill,1935,4.29,3.65,4.87
Earl Whitehill,1936,4.87,3.79,6.51
Earl Whitehill,1937,6.51,4.79,5.67
Earl Wilson,1962,3.88,2.93,3.79
Earl Wilson,1963,3.79,2.99,4.54
Earl Wilson,1964,4.54,3.79,3.98
Earl Wilson,1965,3.98,3.30,3.09
Earl Wilson,1966,3.09,2.48,3.29
Earl Wilson,1967,3.29,2.64,2.90
Earl Wilson,1968,2.90,2.31,3.31
Earl Wilson,1969,3.31,2.92,4.74
Earl Yingling,1912,3.45,2.18,2.50
Earl Yingling,1913,2.50,1.07,3.48
Early Wynn,1942,5.26,4.25,3.00
Early Wynn,1943,3.00,2.34,3.18
Early Wynn,1947,3.64,2.54,5.68
Early Wynn,1948,5.68,4.49,3.97
Early Wynn,1949,3.97,2.78,3.25
Early Wynn,1950,3.25,2.30,3.08
Early Wynn,1951,3.08,2.34,2.94
Early Wynn,1952,2.94,2.10,4.04
Early Wynn,1953,4.04,3.34,2.73
Early Wynn,1954,2.73,2.16,2.84
Early Wynn,1955,2.84,2.11,2.77
Early Wynn,1956,2.77,1.81,4.22
Early Wynn,1957,4.22,3.38,4.15
Early Wynn,1958,4.15,3.31,3.17
Early Wynn,1959,3.17,2.41,3.44
Early Wynn,1960,3.44,2.83,3.49
Early Wynn,1961,3.49,1.89,4.48
Ed Brandt,1928,4.90,3.92,4.91
Ed Brandt,1931,3.04,2.14,3.71
Ed Brandt,1932,3.71,2.85,2.65
Ed Brandt,1933,2.65,1.99,3.34
Ed Brandt,1934,3.34,2.36,4.80
Ed Brandt,1935,4.80,3.84,3.77
Ed Brandt,1936,3.77,2.94,2.80
Ed Doheny,1901,2.45,1.27,2.44
Ed Durham,1931,3.36,1.59,4.26
Ed Durham,1932,4.26,3.43,4.22
Ed Figueroa,1975,2.85,2.24,3.02
Ed Figueroa,1976,3.02,2.23,3.57
Ed Figueroa,1977,3.57,2.86,2.99
Ed Figueroa,1978,2.99,2.23,4.13
Ed Halicki,1975,3.36,2.26,3.66
Ed Halicki,1976,3.66,2.68,3.32
Ed Halicki,1977,3.32,2.72,2.86
Ed Halicki,1978,2.86,1.94,4.44
Ed Heusser,1944,2.42,1.61,3.71
Ed Heusser,1945,3.71,2.77,3.43
Ed Holley,1932,4.09,3.15,3.50
Ed Lafitte,1914,2.64,2.13,3.94
Ed Morris,1928,3.50,2.66,4.40
Ed Murphy,1901,4.21,3.09,3.34
Ed Rakow,1962,4.32,3.38,3.97
Ed Reulbach,1912,3.99,2.67,2.62
Ed Reulbach,1913,2.62,1.38,2.71
Ed Reulbach,1914,2.71,2.01,2.39
Ed Siever,1901,3.18,2.40,1.97
Ed Siever,1902,1.97,1.21,2.49
Ed Siever,1903,2.49,1.92,2.43
Ed Wells,1929,4.18,3.31,5.16
Ed Whitson,1979,3.85,2.76,3.10
Ed Whitson,1980,3.10,2.45,4.02
Ed Whitson,1983,4.18,2.85,3.24
Ed Whitson,1984,3.24,2.54,4.88
Ed Whitson,1987,4.75,3.91,3.84
Ed Whitson,1988,3.84,2.93,2.66
Ed Whitson,1989,2.66,2.03,2.60
Ed Willett,1912,3.03,2.47,3.25
Ed Willett,1913,3.25,2.56,4.49
Ed Wright,1945,1.98,1.18,3.60
Eddie Cicotte,1912,3.44,2.59,1.91
Eddie Cicotte,1913,1.91,1.51,2.13
Eddie Cicotte,1914,2.13,1.50,3.04
Eddie Cicotte,1915,3.04,2.33,2.04
Eddie Cicotte,1916,2.04,1.13,1.59
Eddie Cicotte,1917,1.59,1.13,3.12
Eddie Cicotte,1918,3.12,2.12,1.82
Eddie Cicotte,1919,1.82,1.15,3.28
Eddie Lopat,1944,3.29,2.36,4.18
Eddie Lopat,1945,4.18,3.20,2.73
Eddie Lopat,1946,2.73,2.14,2.81
Eddie Lopat,1947,2.81,2.11,3.70
Eddie Lopat,1948,3.70,3.01,3.32
Eddie Lopat,1949,3.32,2.43,3.62
Eddie Lopat,1950,3.62,2.67,2.91
Eddie Lopat,1951,2.91,2.07,2.44
Eddie Lopat,1952,2.44,1.17,2.44
Eddie Lopat,1953,2.44,1.40,3.70
Eddie Lopat,1954,3.70,2.79,3.51
Eddie Plank,1901,3.24,2.38,3.31
Eddie Plank,1902,3.31,2.67,2.31
Eddie Plank,1903,2.31,1.88,2.14
Eddie Plank,1911,0.98,0.00,2.29
Eddie Plank,1912,2.29,1.42,2.97
Eddie Plank,1913,2.97,2.24,2.74
Eddie Plank,1914,2.74,2.01,2.04
Eddie Plank,1915,2.04,1.50,2.31
Eddie Plank,1916,2.31,1.54,1.97
Eddie Rommel,1921,4.25,3.46,3.33
Eddie Rommel,1922,3.33,2.49,3.28
Eddie Rommel,1923,3.28,2.60,3.67
Eddie Rommel,1924,3.67,2.84,3.98
Eddie Rommel,1925,3.98,3.00,2.94
Eddie Rommel,1926,2.94,2.15,2.98
Eddie Smith,1939,3.90,2.93,3.14
Eddie Smith,1940,3.14,2.43,3.22
Eddie Smith,1941,3.22,2.50,4.03
Eddie Smith,1942,4.03,2.48,3.64
Edinson Volquez,2011,5.71,4.46,4.14
Edinson Volquez,2012,4.14,3.07,5.74
Edinson Volquez,2013,5.74,4.28,3.07
Edinson Volquez,2014,3.07,1.90,3.58
Edinson Volquez,2015,3.58,2.89,5.37
Eduardo Rodriguez,2015,3.85,1.68,4.71
Eduardo Rodriguez,2016,4.71,2.91,4.22
Eduardo Rodriguez,2017,4.22,3.05,3.79
Eduardo Rodriguez,2018,3.79,2.15,3.81
Edwin Jackson,2007,5.77,4.31,4.37
Edwin Jackson,2008,4.37,3.20,3.62
Edwin Jackson,2009,3.62,2.86,4.47
Edwin Jackson,2010,4.47,3.35,3.81
Edwin Jackson,2011,3.81,2.75,4.03
Edwin Jackson,2012,4.03,2.81,4.98
Edwin Jackson,2013,4.98,3.82,6.38
Elam Vangilder,1921,4.08,2.71,3.39
Elam Vangilder,1922,3.39,2.47,3.09
Elam Vangilder,1926,5.04,3.38,4.50
Elden Auker,1934,2.97,1.15,4.00
Elden Auker,1935,4.00,2.52,4.56
Elden Auker,1936,4.56,3.59,3.77
Elden Auker,1937,3.77,2.79,5.26
Elden Auker,1938,5.26,4.06,5.74
Elden Auker,1939,5.74,4.29,3.80
Elden Auker,1940,3.80,3.10,5.45
Elden Auker,1941,5.45,4.71,4.04
Eli Grba,1961,4.30,3.28,4.79
Ellis Kinder,1947,4.11,2.94,3.81
Ellis Kinder,1948,3.81,2.49,3.51
Ellis Kinder,1949,3.51,2.63,4.82
Elmer Dessens,2000,4.21,2.96,4.48
Elmer Dessens,2001,4.48,3.70,3.03
Elmer Dessens,2002,3.03,2.25,5.13
Elmer Jacobs,1916,3.78,2.16,3.14
Elmer Jacobs,1917,3.14,2.42,2.99
Elmer Jacobs,1918,2.99,1.36,3.47
Elmer Knetzer,1914,3.13,2.28,2.51
Elmer Knetzer,1915,2.51,1.96,2.66
Elmer Myers,1916,3.59,2.50,4.32
Elmer Myers,1920,2.67,1.62,5.16
Elmer Riddle,1941,2.07,0.73,4.33
Elmer Riddle,1942,4.33,2.95,2.60
Emil Yde,1924,2.87,1.76,4.03
Emil Yde,1925,4.03,3.17,3.26
Emmett O'Neill,1944,4.61,3.39,5.24
Eppa Rixey,1912,2.75,1.54,2.89
Eppa Rixey,1915,2.18,1.42,1.98
Eppa Rixey,1916,1.98,1.37,2.26
Eppa Rixey,1919,3.72,2.33,3.51
Eppa Rixey,1920,3.51,2.72,2.91
Eppa Rixey,1921,2.91,2.18,3.60
Eppa Rixey,1922,3.60,2.83,2.85
Eppa Rixey,1923,2.85,2.14,2.66
Eppa Rixey,1924,2.66,1.81,2.90
Eppa Rixey,1925,2.90,2.31,3.43
Eppa Rixey,1926,3.43,2.89,3.61
Eppa Rixey,1927,3.61,2.70,3.52
Eppa Rixey,1928,3.52,2.89,4.15
Eppa Rixey,1929,4.15,3.08,5.45
Eppa Rixey,1930,5.45,4.16,3.82
Eric Erickson,1919,4.82,2.87,3.97
Eric Erickson,1920,3.97,2.67,3.66
Eric Erickson,1921,3.66,2.28,5.08
Eric King,1989,3.39,2.44,3.28
Eric King,1990,3.28,2.28,4.55
Eric Lauer,2018,4.34,2.38,4.49
Eric Lauer,2021,3.04,1.48,3.69
Eric Milton,1998,5.64,4.44,4.49
Eric Milton,1999,4.49,3.42,4.86
Eric Milton,2000,4.86,3.71,4.25
Eric Milton,2001,4.25,3.34,4.84
Eric Milton,2004,4.75,3.90,6.47
Eric Milton,2005,6.47,5.28,5.19
Eric Rasmussen,1976,3.29,2.13,3.48
Eric Rasmussen,1977,3.48,2.78,4.16
Eric Rasmussen,1978,4.16,3.33,3.71
Eric Show,1983,4.12,3.41,3.40
Eric Show,1984,3.40,2.35,3.09
Eric Show,1985,3.09,2.43,2.77
Eric Show,1986,2.77,1.87,3.84
Eric Show,1987,3.84,2.87,3.26
Eric Show,1988,3.26,2.62,4.23
Eric Stults,2013,3.93,3.07,4.30
Erick Fedde,2021,5.26,3.91,5.81
Erik Bedard,2004,4.73,3.36,4.00
Erik Bedard,2005,4.00,2.39,3.76
Erik Bedard,2006,3.76,2.74,3.16
Erik Bedard,2011,3.62,2.45,5.01
Erik Bedard,2012,5.01,3.40,4.77
Erik Hanson,1989,3.18,1.81,3.24
Erik Hanson,1990,3.24,2.37,3.81
Erik Hanson,1991,3.81,2.82,4.85
Erik Hanson,1992,4.85,3.68,3.32
Erik Hanson,1993,3.32,2.24,4.12
Erik Hanson,1994,4.12,2.48,4.24
Erik Hanson,1995,4.24,3.27,5.41
Ernie Broglio,1959,4.33,3.17,2.98
Ernie Broglio,1960,2.98,2.27,4.10
Ernie Broglio,1961,4.10,3.19,3.08
Ernie Broglio,1962,3.08,2.38,3.10
Ernie Broglio,1963,3.10,2.26,3.69
Ernie McAnally,1971,3.78,2.82,3.89
Ernie McAnally,1972,3.89,2.77,4.14
Ernie McAnally,1973,4.14,3.06,4.59
Ernie Shore,1914,2.09,0.93,1.68
Ernie Shore,1915,1.68,1.04,2.32
Ernie Shore,1916,2.32,1.51,2.41
Ernie White,1941,2.51,1.84,2.92
Ernie Wingard,1924,3.61,2.70,6.24
Ernie Wingard,1925,6.24,4.79,3.91
Ernie Wingard,1926,3.91,2.89,5.80
Erskine Mayer,1913,2.97,1.88,2.69
Erskine Mayer,1914,2.69,2.17,2.49
Erskine Mayer,1915,2.49,1.91,3.25
Erskine Mayer,1916,3.25,2.05,3.32
Erskine Mayer,1917,3.32,1.70,2.75
Erv Brame,1929,4.50,3.52,4.57
Erv Brame,1930,4.57,3.75,4.07
Erv Kantlehner,1915,2.36,1.54,2.96
Ervin Santana,2005,4.65,2.48,4.28
Ervin Santana,2006,4.28,3.57,5.92
Ervin Santana,2007,5.92,4.34,3.49
Ervin Santana,2008,3.49,2.61,5.10
Ervin Santana,2009,5.10,3.48,3.92
Ervin Santana,2010,3.92,3.05,3.38
Ervin Santana,2011,3.38,2.52,5.16
Ervin Santana,2012,5.16,3.78,3.24
Ervin Santana,2013,3.24,2.41,3.95
Ervin Santana,2014,3.95,3.13,4.00
Ervin Santana,2015,4.00,1.85,3.38
Ervin Santana,2016,3.38,2.47,3.28
Esteban Loaiza,1997,4.19,3.27,5.42
Esteban Loaiza,2000,4.71,3.45,5.08
Esteban Loaiza,2001,5.08,3.87,5.71
Esteban Loaiza,2002,5.71,4.00,2.90
Esteban Loaiza,2003,2.90,2.10,5.17
Esteban Loaiza,2004,5.17,4.33,3.77
Esteban Loaiza,2005,3.77,2.99,4.89
Ewell Blackwell,1946,2.58,1.70,2.47
Ewell Blackwell,1947,2.47,1.84,4.51
Ewell Blackwell,1950,3.08,2.28,3.57
Ewell Blackwell,1951,3.57,2.87,5.04
Felipe Lira,1995,4.30,3.01,5.22
Felix Doubront,2012,4.86,3.83,3.87
Felix Hernandez,2006,4.52,3.56,3.92
Felix Hernandez,2007,3.92,3.01,3.45
Felix Hernandez,2008,3.45,2.68,2.49
Felix Hernandez,2009,2.49,1.57,2.27
Felix Hernandez,2010,2.27,1.49,3.47
Felix Hernandez,2011,3.47,2.70,3.06
Felix Hernandez,2012,3.06,2.08,3.04
Felix Hernandez,2013,3.04,1.94,2.14
Felix Hernandez,2014,2.14,1.62,3.53
Felix Hernandez,2015,3.53,2.00,3.82
Fergie Jenkins,1967,2.80,2.26,2.63
Fergie Jenkins,1968,2.63,2.05,3.21
Fergie Jenkins,1969,3.21,2.54,3.37
Fergie Jenkins,1970,3.37,2.68,2.77
Fergie Jenkins,1971,2.77,2.06,3.20
Fergie Jenkins,1972,3.20,2.44,3.89
Fergie Jenkins,1973,3.89,3.00,2.82
Fergie Jenkins,1974,2.82,2.16,3.93
Fergie Jenkins,1975,3.93,3.11,3.29
Fergie Jenkins,1976,3.29,2.39,3.68
Fergie Jenkins,1977,3.68,2.86,2.86
Fergie Jenkins,1978,2.86,1.97,4.07
Fergie Jenkins,1979,4.07,3.37,3.77
Fergie Jenkins,1982,3.15,2.50,4.26
Fernando Valenzuela,1981,2.48,1.43,2.87
Fernando Valenzuela,1982,2.87,2.15,3.75
Fernando Valenzuela,1983,3.75,2.99,3.03
Fernando Valenzuela,1984,3.03,2.36,2.45
Fernando Valenzuela,1985,2.45,1.77,3.14
Fernando Valenzuela,1986,3.14,2.23,3.98
Fernando Valenzuela,1987,3.98,3.20,4.36
Fernando Valenzuela,1988,4.36,2.75,3.43
Fernando Valenzuela,1989,3.43,2.71,4.59
Firpo Marberry,1929,2.86,2.15,4.01
Firpo Marberry,1930,4.01,2.86,3.14
Firpo Marberry,1931,3.14,2.12,4.42
Firpo Marberry,1932,4.42,2.12,3.56
Firpo Marberry,1933,3.56,2.82,5.37
Flint Rhem,1925,5.17,3.85,3.17
Flint Rhem,1926,3.17,2.38,4.44
Flint Rhem,1927,4.44,3.31,4.00
Flint Rhem,1930,4.38,3.12,3.70
Flint Rhem,1931,3.70,2.70,3.56
Flint Rhem,1932,3.56,2.67,6.32
Flint Rhem,1933,6.32,4.59,3.68
Floyd Bannister,1979,4.05,3.23,3.47
Floyd Bannister,1980,3.47,2.73,4.46
Floyd Bannister,1981,4.46,2.55,3.43
Floyd Bannister,1982,3.43,2.66,3.35
Floyd Bannister,1983,3.35,2.47,4.86
Floyd Bannister,1984,4.86,3.97,4.87
Floyd Bannister,1985,4.87,4.11,3.51
Floyd Bannister,1986,3.51,2.44,3.58
Floyd Bannister,1987,3.58,2.60,4.33
Floyd Youmans,1986,3.46,2.61,4.64
Framber Valdez,2021,3.14,2.18,2.82
Framber Valdez,2022,2.82,2.12,3.45
Francisco Barrios,1976,4.09,2.70,4.24
Francisco Barrios,1977,4.24,3.44,4.09
Francisco Cordova,1997,3.63,2.64,3.31
Francisco Cordova,1998,3.31,2.44,4.43
Francisco Liriano,2009,5.93,4.45,3.62
Francisco Liriano,2010,3.62,2.60,4.84
Francisco Liriano,2011,4.84,3.27,5.24
Francisco Liriano,2012,5.24,4.05,3.02
Francisco Liriano,2013,3.02,1.31,3.38
Francisco Liriano,2014,3.38,2.37,3.38
Francisco Liriano,2015,3.38,2.31,4.64
Frank Allen,1913,2.77,1.98,3.07
Frank Allen,1914,3.07,2.31,2.44
Frank Allen,1915,2.44,1.64,2.32
Frank Baumann,1960,2.74,1.90,5.82
Frank Bertaina,1967,2.49,1.47,4.42
Frank Castillo,1991,4.35,3.05,3.46
Frank Castillo,1992,3.46,2.78,4.82
Frank Castillo,1995,3.21,2.40,5.28
Frank Castillo,1996,5.28,4.04,5.29
Frank Castillo,2000,3.61,2.47,4.21
Frank Castillo,2001,4.21,3.04,5.23
Frank Hiller,1950,3.33,1.97,4.95
Frank Kitson,1901,2.94,1.97,2.76
Frank Kitson,1902,2.76,1.78,2.62
Frank Kitson,1903,2.62,1.98,3.17
Frank Lary,1955,3.23,2.51,3.11
Frank Lary,1956,3.11,2.57,4.02
Frank Lary,1957,4.02,3.28,2.88
Frank Lary,1958,2.88,2.39,3.55
Frank Lary,1959,3.55,2.61,3.50
Frank Lary,1960,3.50,2.89,3.24
Frank Miller,1916,2.21,1.22,2.66
Frank Miller,1917,2.66,1.96,2.37
Frank Miller,1918,2.37,1.60,3.08
Frank Owen,1903,3.83,2.81,1.90
Frank Pastore,1980,3.27,2.53,4.02
Frank Pastore,1981,4.02,2.65,4.20
Frank Pastore,1982,4.20,3.21,4.90
Frank Smith,1914,3.49,2.45,3.92
Frank Sullivan,1954,3.34,2.39,2.91
Frank Sullivan,1955,2.91,2.26,3.49
Frank Sullivan,1956,3.49,2.71,2.75
Frank Sullivan,1957,2.75,2.02,3.64
Frank Sullivan,1958,3.64,2.94,3.98
Frank Sullivan,1959,3.98,3.17,6.21
Frank Tanana,1974,3.20,2.52,2.62
Frank Tanana,1975,2.62,1.80,2.43
Frank Tanana,1976,2.43,1.69,2.54
Frank Tanana,1977,2.54,1.65,3.65
Frank Tanana,1980,4.10,3.27,4.10
Frank Tanana,1981,4.10,2.74,4.21
Frank Tanana,1982,4.21,3.55,3.49
Frank Tanana,1983,3.49,2.65,3.25
Frank Tanana,1984,3.25,2.73,4.27
Frank Tanana,1985,4.27,3.35,4.22
Frank Tanana,1986,4.22,2.94,3.91
Frank Tanana,1987,3.91,3.15,4.21
Frank Tanana,1988,4.21,3.24,3.58
Frank Tanana,1989,3.58,2.77,5.22
Frank Tanana,1990,5.22,3.86,3.69
Frank Tanana,1991,3.69,2.95,4.44
Frank Tanana,1992,4.44,3.32,4.35
Frank Viola,1982,5.21,3.79,5.51
Frank Viola,1983,5.51,4.38,3.21
Frank Viola,1984,3.21,2.40,4.09
Frank Viola,1985,4.09,3.38,4.51
Frank Viola,1986,4.51,3.62,2.90
Frank Viola,1987,2.90,2.35,2.64
Frank Viola,1988,2.64,1.97,3.66
Frank Viola,1989,3.66,2.94,2.67
Frank Viola,1990,2.67,1.91,3.97
Frank Viola,1991,3.97,2.94,3.44
Frank Viola,1992,3.44,2.47,3.14
Frankie Montas,2021,3.37,2.23,4.05
Fred Anderson,1914,3.01,2.11,2.65
Fred Anderson,1915,2.65,1.65,3.40
Fred Anderson,1916,3.40,2.59,1.45
Fred Baczewski,1953,3.78,2.25,4.70
Fred Blanding,1912,3.10,2.53,2.62
Fred Frankhouse,1933,3.16,2.18,2.88
Fred Frankhouse,1934,2.88,2.04,5.02
Fred Frankhouse,1935,5.02,3.56,3.66
Fred Frankhouse,1936,3.66,2.96,4.29
Fred Heimach,1922,5.54,4.57,3.73
Fred Heimach,1923,3.73,2.80,4.54
Fred Hutchinson,1946,3.21,2.36,3.12
Fred Hutchinson,1947,3.12,2.24,4.37
Fred Hutchinson,1948,4.37,3.57,2.89
Fred Hutchinson,1949,2.89,1.66,4.18
Fred Hutchinson,1950,4.18,3.21,4.31
Fred Newman,1964,2.63,1.82,2.93
Fred Norman,1971,3.29,2.29,3.15
Fred Norman,1972,3.15,2.33,3.63
Fred Norman,1973,3.63,2.98,3.19
Fred Norman,1974,3.19,2.26,3.82
Fred Norman,1975,3.82,2.81,2.99
Fred Norman,1976,2.99,1.86,3.41
Fred Norman,1977,3.41,2.67,3.74
Fred Norman,1978,3.74,3.09,3.65
