GAMEID,Date,manager_name,team,win_loss
WS1193207110,07/11/1932,"""Lew Fonseca""",CHA,l
DET193407110,07/11/1934,"""Joe Cronin""",WS1,l
CHN194207110,07/11/1942,"""Jimmie Wilson""",CHN,l
HOU196907110,07/11/1969,"""Dave Bristol""",CIN,l
BAL197207110,07/11/1972,"""Earl Weaver""",BAL,w
DET197607110,07/11/1976,"""Ralph Houk""",DET,w
MIL197607112,07/11/1976,"""Frank Lucchesi""",TEX,l
DET197907110,07/11/1979,"""Sparky Anderson""",DET,l
SEA197907110,07/11/1979,"""Billy Martin""",NYA,l
CIN198707110,07/11/1987,"""Pete Rose""",CIN,l
PIT198707110,07/11/1987,"""Jim Leyland""",PIT,l
CIN199707110,07/11/1997,"""Felipe Alou""",MON,w
ARI200307110,07/11/2003,"""Bob Brenly""",ARI,l
PHI200407110,07/11/2004,"""Larry Bowa""",PHI,l
BOS200907110,07/11/2009,"""Trey Hillman""",KCA,l
TBA200907110,07/11/2009,"""Joe Maddon""",TBA,l
CHN201307110,07/11/2013,"""Mike Matheny""",SLN,l
DET201307110,07/11/2013,"""Jim Leyland""",DET,l
MIL201407110,07/11/2014,"""Ron Roenicke""",MIL,l
SEA201407110,07/11/2014,"""Bob Melvin""",OAK,l
PIT201507110,07/11/2015,"""Clint Hurdle""",PIT,w
NY1190507120,07/12/1905,"""John McGraw""",NY1,l
NY1191507120,07/12/1915,"""John McGraw""",NY1,l
DET191507120,07/12/1915,"""Hughie Jennings""",DET,l
BOS192007120,07/12/1920,"""Ed Barrow""",BOS,l
NYA192207120,07/12/1922,"""Lee Fohl""",NYA,l
PHI193407121,07/12/1934,"""Frankie Frisch""",SLN,w
PHI193707120,07/12/1937,"""Bill Terry""",NY1,l
NYA193807122,07/12/1938,"""Gabby Street""",SLA,l
CIN194207122,07/12/1942,"""Hans Lobert""",PHI,l
BRO195107120,07/12/1951,"""Frankie Frisch""",CHN,l
SLA195107121,07/12/1951,"""Zack Taylor""",SLA,l
NY1195707120,07/12/1957,"""Bill Rigney""",NY1,l
PIT195907121,07/12/1959,"""Solly Hemus""",SLN,l
HOU196407120,07/12/1964,"""Harry Craft""",HOU,w
CHN196407122,07/12/1964,"""Walter Alston""",LAN,w
ATL197007120,07/12/1970,"""Sparky Anderson""",CIN,w
CHA197407120,07/12/1974,"""Earl Weaver""",BAL,l
PHI197907120,07/12/1979,"""Danny Ozark""",PHI,w
CAL198007120,07/12/1980,"""Jim Fregosi""",CAL,l
PHI198307122,07/12/1983,"""Pat Corrales""",PHI,w
OAK198507120,07/12/1985,"""George Bamberger""",MIL,w
LAN198607120,07/12/1986,"""Tom Lasorda""",LAN,l
MIL200107120,07/12/2001,"""Davey Lopes""",MIL,l
TEX200107120,07/12/2001,"""Buddy Bell""",COL,l
BOS200707120,07/12/2007,"""John Gibbons""",TOR,l
BOS200807120,07/12/2008,"""Dave Trembley""",BAL,l
SDN201307120,07/12/2013,"""Buddy Black""",SDN,l
CHN191007130,07/13/1910,"""Frank Chance""",CHN,l
NY1191107130,07/13/1911,"""John McGraw""",NY1,w
BLF191407131,07/13/1914,"""Larry Schlafly""",BUF,w
NY1191507130,07/13/1915,"""Roger Bresnahan""",CHN,l
SLN191807131,07/13/1918,"""Jack Hendricks""",SLN,w
SLN191807132,07/13/1918,"""Pat Moran""",PHI,w
WS1192407130,07/13/1924,"""Bucky Harris""",WS1,w
CIN194007132,07/13/1940,"""Leo Durocher""",BRO,w
SLN194607130,07/13/1946,"""Eddie Dyer""",SLN,l
BRO195107130,07/13/1951,"""Frankie Frisch""",CHN,l
PHI195107130,07/13/1951,"""Billy Meyer""",PIT,l
PHI196307130,07/13/1963,"""Al Dark""",PHI,l
PIT196407131,07/13/1964,"""Johnny Keane""",SLN,w
HOU196407130,07/13/1964,"""Harry Craft""",HOU,l
KC1196407132,07/13/1964,"""Al Lopez""",CHA,l
ATL197307131,07/13/1973,"""Eddie Mathews""",ATL,l
HOU198007131,07/13/1980,"""Bobby Cox""",ATL,l
HOU198007132,07/13/1980,"""Bobby Cox""",ATL,l
HOU198507130,07/13/1985,"""Davey Johnson""",NYN,w
BAL198507130,07/13/1985,"""Tony LaRussa""",CHA,w
CIN198507130,07/13/1985,"""Buck Rodgers""",MON,w
ARI199807130,07/13/1998,"""Larry Dierker""",HOU,l
COL200007130,07/13/2000,"""Buddy Bell""",COL,l
PHI200107130,07/13/2001,"""Buck Martinez""",TOR,l
LAN200207130,07/13/2002,"""Jim Tracy""",LAN,l
KCA200207130,07/13/2002,"""Tony Pena""",KCA,w
SLN200307130,07/13/2003,"""Bruce Bochy""",SDN,l
CLE200807130,07/13/2008,"""Eric Wedge""",CLE,w
NYA201307130,07/13/2013,"""Ron Gardenhire""",MIN,w
COL202207130,07/13/2022,"""Buddy Black""",COL,w
CHN190607140,07/14/1906,"""Hugh Duffy""",PHI,t
SLN191007140,07/14/1910,"""Bill Dahlen""",BRO,w
CLE191307140,07/14/1913,"""Clark Griffith""",WS1,w
BOS191407140,07/14/1914,"""Joe Birmingham""",CLE,l
SLN193307140,07/14/1933,"""Gabby Street""",SLN,l
PIT193807140,07/14/1938,"""Burleigh Grimes""",BRO,l
BRO195107141,07/14/1951,"""Frankie Frisch""",CHN,w
WS1195607140,07/14/1956,"""Bucky Harris""",DET,w
CIN196307142,07/14/1963,"""Fred Hutchinson""",CIN,l
DET196607140,07/14/1966,"""Hank Bauer""",BAL,l
PIT197407142,07/14/1974,"""Sparky Anderson""",CIN,l
MIL197407141,07/14/1974,"""Billy Martin""",TEX,l
MIL197407142,07/14/1974,"""Billy Martin""",MIL,l
CIN197807140,07/14/1978,"""Joe Torre""",CIN,l
BAL197807140,07/14/1978,"""Earl Weaver""",BAL,w
OAK198507140,07/14/1985,"""George Bamberger""",MIL,l
ATL199007142,07/14/1990,"""Bobby Cox""",ATL,l
ATL199107140,07/14/1991,"""Joe Torre""",SLN,l
PHI199107140,07/14/1991,"""Jim Fregosi""",PHI,l
BAL199607140,07/14/1996,"""Davey Johnson""",BAL,l
PHI200107140,07/14/2001,"""Larry Bowa""",PHI,l
SLN200107140,07/14/2001,"""Phil Garner""",DET,l
MIN200207140,07/14/2002,"""Ron Gardenhire""",MIN,w
MIN200607140,07/14/2006,"""Ron Gardenhire""",MIN,w
ATL201207140,07/14/2012,"""Terry Collins""",NYN,l
PIT201707140,07/14/2017,"""Clint Hurdle""",PIT,w
CLE201807140,07/14/2018,"""Aaron Boone""",NYA,w
CHA201807140,07/14/2018,"""Rick Renteria""",CHA,l
CHN202207140,07/14/2022,"""David Ross""",CHN,l
CIN190407150,07/15/1904,"""Joe Kelley""",CIN,l
CHN190607150,07/15/1906,"""Hugh Duffy""",PHI,l
NY1190907150,07/15/1909,"""Clark Griffith""",CIN,l
BOS191207150,07/15/1912,"""Jake Stahl""",BOS,l
NY1191507150,07/15/1915,"""John McGraw""",NY1,l
NYA191607150,07/15/1916,"""Bill Donovan""",NYA,l
CHA192107150,07/15/1921,"""George McBride""",WS1,l
BSN192707150,07/15/1927,"""Dave Bancroft""",BSN,l
CIN193607150,07/15/1936,"""Casey Stengel""",BRO,l
BOS194007150,07/15/1940,"""Fred Haney""",SLA,l
CHN194407150,07/15/1944,"""Charlie Grimm""",CHN,w
CIN194607150,07/15/1946,"""Ben Chapman""",PHI,l
SLN194607150,07/15/1946,"""Leo Durocher""",BRO,l
PIT194807151,07/15/1948,"""Billy Meyer""",PIT,w
PIT195007150,07/15/1950,"""Leo Durocher""",NY1,l
BAL195807150,07/15/1958,"""Paul Richards""",BAL,w
PIT195907150,07/15/1959,"""Danny Murtaugh""",PIT,l
PIT196207152,07/15/1962,"""Johnny Keane""",SLN,l
HOU196207152,07/15/1962,"""Charlie Metro""",CHN,w
CAL196607150,07/15/1966,"""Billy Herman""",BOS,l
DET197607150,07/15/1976,"""Ralph Houk""",DET,w
CIN197907150,07/15/1979,"""Herman Franks""",CHN,l
TEX198007150,07/15/1980,"""Pat Corrales""",TEX,l
CLE198907150,07/15/1989,"""Bobby Valentine""",TEX,l
ATL199007150,07/15/1990,"""Bobby Cox""",ATL,l
PIT199407150,07/15/1994,"""Terry Collins""",HOU,l
SFN199507150,07/15/1995,"""Terry Collins""",HOU,w
FLO199807150,07/15/1998,"""Jim Leyland""",FLO,l
COL200007150,07/15/2000,"""Buddy Bell""",COL,l
TOR200207150,07/15/2002,"""Joe Torre""",NYA,l
MIL200507150,07/15/2005,"""Ned Yost""",MIL,w
OAK201607150,07/15/2016,"""Bob Melvin""",OAK,w
SDN201607150,07/15/2016,"""Bruce Bochy""",SFN,l
CHA201707150,07/15/2017,"""Rick Renteria""",CHA,l
NYA202207150,07/15/2022,"""Aaron Boone""",NYA,l
NY1190907160,07/16/1909,"""John McGraw""",NY1,w
PHA191207160,07/16/1912,"""Harry Davis""",CLE,l
NY1191307160,07/16/1913,"""Joe Tinker""",CIN,l
BRO191507160,07/16/1915,"""Buck Herzog""",CIN,l
DET192307160,07/16/1923,"""Donie Bush""",WS1,w
CLE192307162,07/16/1923,"""Miller Huggins""",NYA,w
DET192507160,07/16/1925,"""Ty Cobb""",DET,l
BOS192807162,07/16/1928,"""Bill Carrigan""",BOS,l
BRO193007162,07/16/1930,"""Joe McCarthy""",CHN,l
CHN193207160,07/16/1932,"""Max Carey""",BRO,w
BRO193707160,07/16/1937,"""Burleigh Grimes""",BRO,w
PIT195007161,07/16/1950,"""Billy Meyer""",PIT,l
WS1195007162,07/16/1950,"""Zack Taylor""",SLA,w
SLN195207160,07/16/1952,"""Eddie Stanky""",SLN,l
MLN195407160,07/16/1954,"""Walter Alston""",BRO,l
KC1195507160,07/16/1955,"""Chuck Dressen""",WS1,w
BRO195707160,07/16/1957,"""Fred Hutchinson""",SLN,l
BAL195807162,07/16/1958,"""Paul Richards""",BAL,w
PHI195907161,07/16/1959,"""Bill Rigney""",SFN,l
SLN196007160,07/16/1960,"""Lou Boudreau""",CHN,l
MIN196707162,07/16/1967,"""Bill Rigney""",CAL,l
CHA196707162,07/16/1967,"""Al Dark""",KC1,w
ATL197307160,07/16/1973,"""Yogi Berra""",NYN,l
KCA197607161,07/16/1976,"""Darrell Johnson""",BOS,l
CIN197707160,07/16/1977,"""Sparky Anderson""",CIN,l
BOS197807162,07/16/1978,"""Gene Mauch""",MIN,l
BAL198207160,07/16/1982,"""Earl Weaver""",BAL,l
MIN198207160,07/16/1982,"""Sparky Anderson""",DET,w
CHA198307160,07/16/1983,"""Bobby Cox""",CHA,l
SFN198307160,07/16/1983,"""Frank Robinson""",SFN,l
BAL198907160,07/16/1989,"""Doug Rader""",CAL,l
SEA199207160,07/16/1992,"""Cito Gaston""",TOR,w
TOR199307160,07/16/1993,"""Cito Gaston""",TOR,l
ATL199307160,07/16/1993,"""Jim Leyland""",PIT,l
MIL199307160,07/16/1993,"""Gene Lamont""",CHA,w
ATL199807160,07/16/1998,"""Phil Garner""",MIL,l
MIL199907162,07/16/1999,"""Phil Garner""",MIL,l
LAN200507160,07/16/2005,"""Felipe Alou""",SFN,l
ANA200607160,07/16/2006,"""Joe Maddon""",TBA,l
SDN200607160,07/16/2006,"""Bobby Cox""",ATL,l
COL201107160,07/16/2011,"""Jim Tracy""",COL,l
CIN201607160,07/16/2016,"""Bryan Price""",CIN,l
PHI201907160,07/16/2019,"""Gabe Kapler""",PHI,w
TOR202107160,07/16/2021,"""Charlie Montoyo""",TOR,w
TOR202207160,07/16/2022,"""Mike Matheny""",KCA,l
CHN202207161,07/16/2022,"""David Ross""",CHN,l
CIN202307160,07/16/2023,"""David Bell""",CIN,l
PHI202307160,07/16/2023,"""Bob Melvin""",SDN,l
BRO190707172,07/17/1907,"""John McCloskey""",SLN,l
BSN190907170,07/17/1909,"""Clark Griffith""",CIN,l
CIN191007170,07/17/1910,"""John McGraw""",NY1,w
WS1191207172,07/17/1912,"""George Stovall""",SLA,w
PIT191407170,07/17/1914,"""Fred Clarke""",PIT,l
KCF191507170,07/17/1915,"""Bill McKechnie""",NEW,l
NY1191507171,07/17/1915,"""John McGraw""",NY1,w
SLN192007170,07/17/1920,"""Gavvy Cravath""",PHI,w
NY1192307170,07/17/1923,"""Bill Killefer""",CHN,l
DET194707171,07/17/1947,"""Ossie Bluege""",WS1,l
CIN194807172,07/17/1948,"""Johnny Neun""",CIN,l
DET195107170,07/17/1951,"""Jimmy Dykes""",PHA,l
BRO195107170,07/17/1951,"""Chuck Dressen""",BRO,l
NY1195707170,07/17/1957,"""Bill Rigney""",NY1,l
BOS195907170,07/17/1959,"""Joe Gordon""",CLE,w
CHA196207172,07/17/1962,"""Al Lopez""",CHA,l
PIT196307170,07/17/1963,"""Walter Alston""",LAN,w
CAL197707170,07/17/1977,"""Darrell Johnson""",SEA,w
BAL198207170,07/17/1982,"""Earl Weaver""",BAL,w
CHA198307170,07/17/1983,"""Bobby Cox""",TOR,l
BOS198807170,07/17/1988,"""John Wathan""",KCA,l
OAK198807170,07/17/1988,"""Tony LaRussa""",OAK,l
TOR198907172,07/17/1989,"""Doug Rader""",CAL,l
COL199407170,07/17/1994,"""Joe Torre""",SLN,l
MON200107170,07/17/2001,"""Jimy Williams""",BOS,l
MON200207170,07/17/2002,"""Frank Robinson""",MON,l
KCA200307170,07/17/2003,"""Bob Melvin""",SEA,l
SEA200407170,07/17/2004,"""Eric Wedge""",CLE,w
TOR200507170,07/17/2005,"""John Gibbons""",TOR,l
DET200507170,07/17/2005,"""Buddy Bell""",KCA,w
ATL201007170,07/17/2010,"""Bobby Cox""",ATL,l
HOU201107170,07/17/2011,"""Brad Mills""",HOU,l
TBA201107170,07/17/2011,"""Joe Maddon""",TBA,l
SLN201507170,07/17/2015,"""Terry Collins""",NYN,l
CHN190607180,07/18/1906,"""John McGraw""",NY1,t
SLN191207180,07/18/1912,"""Bill Dahlen""",BRO,l
PHI191307180,07/18/1913,"""Red Dooin""",PHI,l
PIT191407181,07/18/1914,"""John McGraw""",NY1,l
CHF191507180,07/18/1915,"""Joe Tinker""",CHF,l
CHN191607180,07/18/1916,"""Joe Tinker""",CHN,t
SLN191607180,07/18/1916,"""John McGraw""",NY1,l
SLN193107180,07/18/1931,"""John McGraw""",NY1,w
CHN193107180,07/18/1931,"""Rogers Hornsby""",CHN,l
CHN194507182,07/18/1945,"""Leo Durocher""",BRO,w
WS1195407182,07/18/1954,"""Al Lopez""",CLE,w
BRO195507180,07/18/1955,"""Walter Alston""",BRO,l
BAL195607180,07/18/1956,"""Marty Marion""",CHA,l
KC1196307180,07/18/1963,"""Johnny Pesky""",BOS,w
MIN196507181,07/18/1965,"""Sam Mele""",MIN,l
NYN196607182,07/18/1966,"""Grady Hatton""",HOU,l
NYA197107181,07/18/1971,"""Chuck Tanner""",CHA,l
DET197307180,07/18/1973,"""Jack McKeon""",KCA,l
SDN197407180,07/18/1974,"""Danny Ozark""",PHI,w
MON197607182,07/18/1976,"""Karl Kuehl""",MON,l
CHN197807180,07/18/1978,"""Herman Franks""",CHN,w
SEA197807180,07/18/1978,"""Roy Hartsfield""",TOR,w
CAL198007180,07/18/1980,"""Bobby Mattick""",TOR,l
HOU198007180,07/18/1980,"""Dick Williams""",MON,w
LAN198207180,07/18/1982,"""George Bamberger""",NYN,w
MIL198307182,07/18/1983,"""Doug Rader""",TEX,l
CHN198407180,07/18/1984,"""Dick Williams""",SDN,l
CAL198807180,07/18/1988,"""Cookie Rojas""",CAL,l
DET199007180,07/18/1990,"""Jeff Torborg""",CHA,w
CIN199007180,07/18/1990,"""Lou Piniella""",CIN,w
NYA199007180,07/18/1990,"""Stump Merrill""",NYA,w
ANA199807180,07/18/1998,"""Terry Collins""",ANA,w
TOR199907180,07/18/1999,"""Bobby Cox""",ATL,l
TBA200007180,07/18/2000,"""Larry Rothschild""",TBA,l
NYN200107180,07/18/2001,"""Tony Perez""",FLO,l
TBA200207180,07/18/2002,"""Hal McRae""",TBA,l
SLN200207180,07/18/2002,"""Tony LaRussa""",SLN,w
SEA200407180,07/18/2004,"""Eric Wedge""",CLE,l
ANA200407180,07/18/2004,"""Mike Scioscia""",ANA,l
BOS200507180,07/18/2005,"""Lou Piniella""",TBA,w
MIN200507180,07/18/2005,"""Ron Gardenhire""",MIN,l
NYA200607180,07/18/2006,"""Mike Hargrove""",SEA,l
BAL200607180,07/18/2006,"""Sam Perlozzo""",BAL,l
FLO200807180,07/18/2008,"""Charlie Manuel""",PHI,w
SFN200807180,07/18/2008,"""Bruce Bochy""",SFN,l
TEX200907180,07/18/2009,"""Ron Gardenhire""",MIN,w
LAN200907180,07/18/2009,"""Cecil Cooper""",HOU,l
TBA201207180,07/18/2012,"""Joe Maddon""",TBA,l
ARI201407180,07/18/2014,"""Kirk Gibson""",ARI,w
OAK201707180,07/18/2017,"""Kevin Cash""",TBA,w
PIT201707180,07/18/2017,"""Craig Counsell""",MIL,l
NYA201907181,07/18/2019,"""Aaron Boone""",NYA,w
KCA201907180,07/18/2019,"""Rick Renteria""",CHA,l
PIT202107180,07/18/2021,"""Luis Rojas""",NYN,w
OAK202307180,07/18/2023,"""Mark Kotsay""",OAK,w
NY1190907192,07/19/1909,"""Roger Bresnahan""",SLN,l
NY1191107190,07/19/1911,"""Clark Griffith""",CIN,l
CHN191207190,07/19/1912,"""Red Dooin""",PHI,w
NYA191607192,07/19/1916,"""Fielder Jones""",SLA,l
BRO193907190,07/19/1939,"""Leo Durocher""",BRO,l
WS1194807190,07/19/1948,"""Joe Kuhel""",WS1,l
BRO194907190,07/19/1949,"""Billy Meyer""",PIT,l
DET194907190,07/19/1949,"""Joe Kuhel""",WS1,l
NYA195007192,07/19/1950,"""Zack Taylor""",SLA,l
CIN195407190,07/19/1954,"""Leo Durocher""",NY1,l
NYN196207192,07/19/1962,"""Danny Murtaugh""",PIT,w
CLE196607190,07/19/1966,"""Birdie Tebbetts""",CLE,l
CHA197007192,07/19/1970,"""Earl Weaver""",BAL,l
HOU197107190,07/19/1971,"""Frank Lucchesi""",PHI,l
TEX197407190,07/19/1974,"""Darrell Johnson""",BOS,w
MIL197807190,07/19/1978,"""George Bamberger""",MIL,l
CHA197807190,07/19/1978,"""Larry Doby""",CHA,l
PIT197907192,07/19/1979,"""Bill Virdon""",HOU,l
TEX198707190,07/19/1987,"""Bobby Valentine""",TEX,w
TOR199607190,07/19/1996,"""Buddy Bell""",DET,w
ATL199707190,07/19/1997,"""Bobby Cox""",ATL,l
KCA200107190,07/19/2001,"""Tony Muser""",KCA,w
CHN200407190,07/19/2004,"""Dusty Baker""",CHN,l
ANA200607190,07/19/2006,"""Eric Wedge""",CLE,w
DET201007190,07/19/2010,"""Ron Washington""",TEX,w
CIN201607190,07/19/2016,"""Brian Snitker""",ATL,w
CIN201907190,07/19/2019,"""David Bell""",CIN,l
NYA201907190,07/19/2019,"""Buddy Black""",COL,l
CLE191707200,07/20/1917,"""Lee Fohl""",CLE,l
PIT191807202,07/20/1918,"""Pat Moran""",PHI,w
CHA193007202,07/20/1930,"""Donie Bush""",CHA,w
NY1193707200,07/20/1937,"""Chuck Dressen""",CIN,l
BRO194107202,07/20/1941,"""Frankie Frisch""",PIT,w
PIT194207200,07/20/1942,"""Frankie Frisch""",PIT,l
PHI194407202,07/20/1944,"""Frankie Frisch""",PIT,l
PHI195107200,07/20/1951,"""Frankie Frisch""",CHN,l
PHA195407201,07/20/1954,"""Fred Hutchinson""",DET,w
BOS196407200,07/20/1964,"""Johnny Pesky""",BOS,l
SFN196407200,07/20/1964,"""Al Dark""",SFN,l
BOS197107200,07/20/1971,"""Chuck Tanner""",CHA,l
KCA197107200,07/20/1971,"""Earl Weaver""",BAL,l
CIN197407200,07/20/1974,"""Whitey Lockman""",CHN,w
TEX197607200,07/20/1976,"""Frank Lucchesi""",TEX,l
PHI197807200,07/20/1978,"""Sparky Anderson""",CIN,l
SDN197907200,07/20/1979,"""Joe Torre""",NYN,l
BOS198007200,07/20/1980,"""Gene Mauch""",MIN,w
SEA198407200,07/20/1984,"""Bobby Cox""",TOR,w
HOU198607200,07/20/1986,"""Hal Lanier""",HOU,w
PIT198807200,07/20/1988,"""Jim Leyland""",PIT,w
OAK199407200,07/20/1994,"""Tony LaRussa""",OAK,l
NYN199407200,07/20/1994,"""Tom Lasorda""",LAN,l
COL199507200,07/20/1995,"""Jim Fregosi""",PHI,l
ANA199707200,07/20/1997,"""Cito Gaston""",TOR,l
OAK199707200,07/20/1997,"""Art Howe""",OAK,l
PIT199907200,07/20/1999,"""Gene Lamont""",PIT,l
BAL199907200,07/20/1999,"""Ray Miller""",BAL,w
SEA199907200,07/20/1999,"""Buck Showalter""",ARI,w
OAK200007200,07/20/2000,"""Art Howe""",OAK,w
NYA200207200,07/20/2002,"""Grady Little""",BOS,l
KCA200307200,07/20/2003,"""Tony Pena""",KCA,w
KCA200407200,07/20/2004,"""Tony Pena""",KCA,l
PIT200507200,07/20/2005,"""Phil Garner""",HOU,w
BOS200707200,07/20/2007,"""Terry Francona""",BOS,w
TOR200707200,07/20/2007,"""John Gibbons""",TOR,l
ATL200807200,07/20/2008,"""Bobby Cox""",ATL,l
PIT201007200,07/20/2010,"""John Russell""",PIT,w
NYA201007200,07/20/2010,"""Joe Girardi""",NYA,l
LAN201007200,07/20/2010,"""Joe Torre""",LAN,l
PIT201607200,07/20/2016,"""Clint Hurdle""",PIT,l
OAK202107200,07/20/2021,"""Joe Maddon""",ANA,l
DET191107210,07/21/1911,"""Hughie Jennings""",DET,l
CHN191207212,07/21/1912,"""Bill Dahlen""",BRO,l
PHI191307210,07/21/1913,"""Joe Tinker""",CIN,l
NY1192707210,07/21/1927,"""John McGraw""",NY1,l
SLA192707211,07/21/1927,"""Bucky Harris""",WS1,l
CLE192907210,07/21/1929,"""Miller Huggins""",NYA,l
BRO193407210,07/21/1934,"""Casey Stengel""",BRO,w
NY1194207210,07/21/1942,"""Frankie Frisch""",PIT,l
MLN196307211,07/21/1963,"""Walter Alston""",LAN,l
MLN196307212,07/21/1963,"""Walter Alston""",LAN,l
NYN196707210,07/21/1967,"""Wes Westrum""",NYN,l
CIN196807210,07/21/1968,"""Dave Bristol""",CIN,w
PIT197107210,07/21/1971,"""Danny Murtaugh""",PIT,l
CHA197507210,07/21/1975,"""Chuck Tanner""",CHA,l
TEX197807210,07/21/1978,"""George Bamberger""",MIL,w
CAL198307212,07/21/1983,"""John McNamara""",CAL,w
MIL198307210,07/21/1983,"""Harvey Kuenn""",MIL,w
CHN198407210,07/21/1984,"""Jim Frey""",CHN,w
NYN199007210,07/21/1990,"""Bobby Cox""",ATL,l
NYN199107210,07/21/1991,"""Bud Harrelson""",NYN,w
BAL199307210,07/21/1993,"""Hal McRae""",KCA,w
TOR199607210,07/21/1996,"""Cito Gaston""",TOR,w
SLN199707210,07/21/1997,"""Dusty Baker""",SFN,l
TBA199807210,07/21/1998,"""Larry Rothschild""",TBA,l
KCA200307210,07/21/2003,"""Tony Pena""",KCA,l
SEA201007210,07/21/2010,"""Don Wakamatsu""",SEA,w
MIL201407210,07/21/2014,"""Bryan Price""",CIN,l
ATL201507210,07/21/2015,"""Don Mattingly""",LAN,l
CHN201807212,07/21/2018,"""Joe Maddon""",CHN,l
LAN202107210,07/21/2021,"""Dave Roberts""",LAN,l
SLN202107210,07/21/2021,"""Mike Shildt""",SLN,w
CHF191507220,07/22/1915,"""Otto Knabe""",BLF,l
CLE193007222,07/22/1930,"""Bob Shawkey""",NYA,l
BOS194807222,07/22/1948,"""Ted Lyons""",CHA,l
CHA195207220,07/22/1952,"""Paul Richards""",CHA,l
BSN195207220,07/22/1952,"""Phil Cavarretta""",CHN,l
MLN195607221,07/22/1956,"""Mayo Smith""",PHI,l
MIN196207220,07/22/1962,"""Billy Hitchcock""",BAL,w
DET196707220,07/22/1967,"""Ralph Houk""",NYA,l
KCA197607220,07/22/1976,"""Alex Grammas""",MIL,l
OAK198007221,07/22/1980,"""Bobby Mattick""",TOR,w
MIN198507220,07/22/1985,"""Earl Weaver""",BAL,l
BOS198507220,07/22/1985,"""Jackie Moore""",OAK,l
CLE198607220,07/22/1986,"""Jim Fregosi""",CHA,l
SLN198607220,07/22/1986,"""Roger Craig""",SFN,l
BOS198907220,07/22/1989,"""Joe Morgan""",BOS,l
DET199307220,07/22/1993,"""Hal McRae""",KCA,w
CHA199507220,07/22/1995,"""Phil Garner""",CHA,l
OAK199507220,07/22/1995,"""Tony LaRussa""",OAK,l
FLO200007220,07/22/2000,"""John Boles""",FLO,l
NYA200107220,07/22/2001,"""Buck Martinez""",NYA,l
CHA200207220,07/22/2002,"""Jerry Manuel""",CHA,l
ARI200507220,07/22/2005,"""Bob Melvin""",ARI,w
KCA200607220,07/22/2006,"""Buddy Bell""",KCA,l
SDN200707220,07/22/2007,"""Buddy Black""",SDN,l
TOR200707220,07/22/2007,"""John McLaren""",SEA,l
NYN200807220,07/22/2008,"""Charlie Manuel""",PHI,w
PHI200907220,07/22/2009,"""Charlie Manuel""",PHI,l
BAL201007220,07/22/2010,"""Juan Samuel""",BAL,l
KCA201207220,07/22/2012,"""Ned Yost""",KCA,l
PIT201407220,07/22/2014,"""Clint Hurdle""",PIT,w
SLN201407220,07/22/2014,"""Joe Maddon""",TBA,w
OAK201507220,07/22/2015,"""Bob Melvin""",OAK,w
CIN201507221,07/22/2015,"""Joe Maddon""",CHN,l
ANA201707220,07/22/2017,"""John Farrell""",BOS,l
LAN202107220,07/22/2021,"""Dave Roberts""",LAN,l
CIN202207220,07/22/2022,"""Oliver Marmol""",SLN,l
CHN202307220,07/22/2023,"""Oliver Marmol""",SLN,l
CHN191407230,07/23/1914,"""Red Dooin""",PHI,l
NY1191507232,07/23/1915,"""John McGraw""",NY1,l
DET191607230,07/23/1916,"""Hughie Jennings""",DET,l
WS1193307230,07/23/1933,"""Bucky Harris""",DET,w
CHN193507232,07/23/1935,"""Charlie Grimm""",CHN,w
BRO194407232,07/23/1944,"""Leo Durocher""",BRO,l
BRO194907230,07/23/1949,"""Eddie Dyer""",SLN,w
PIT195007230,07/23/1950,"""Billy Meyer""",PIT,l
BAL195707230,07/23/1957,"""Paul Richards""",BAL,l
BOS196007230,07/23/1960,"""Joe Gordon""",CLE,w
SLN196107230,07/23/1961,"""Walter Alston""",LAN,w
HOU197207230,07/23/1972,"""Harry Walker""",HOU,w
BAL197707230,07/23/1977,"""Earl Weaver""",BAL,l
NYA197907230,07/23/1979,"""Darrell Johnson""",SEA,l
TEX198507230,07/23/1985,"""Pat Corrales""",CLE,l
CHN199107230,07/23/1991,"""Jim Essian""",CHN,w
CLE199707230,07/23/1997,"""Mike Hargrove""",CLE,l
COL199807232,07/23/1998,"""Don Baylor""",COL,w
COL200007230,07/23/2000,"""Bruce Bochy""",SDN,w
CHN200007230,07/23/2000,"""Davey Lopes""",MIL,l
BOS200007230,07/23/2000,"""Jerry Manuel""",CHA,l
LAN200307230,07/23/2003,"""Jim Tracy""",LAN,l
WAS200507230,07/23/2005,"""Phil Garner""",HOU,l
SLN200807230,07/23/2008,"""Ned Yost""",MIL,w
CHA200807230,07/23/2008,"""Ozzie Guillen""",CHA,w
ATL200907230,07/23/2009,"""Bobby Cox""",ATL,l
LAN201007230,07/23/2010,"""Jerry Manuel""",NYN,w
MIA201207230,07/23/2012,"""Fredi Gonzalez""",ATL,l
ARI201307230,07/23/2013,"""Dale Sveum""",CHN,l
CHA201307230,07/23/2013,"""Robin Ventura""",CHA,l
ATL201407230,07/23/2014,"""Mike Redmond""",MIA,l
MIN201907230,07/23/2019,"""Rocco Baldelli""",MIN,l
MIL202107230,07/23/2021,"""Tony LaRussa""",CHA,l
PHI202207230,07/23/2022,"""David Ross""",CHN,w
ATL202207230,07/23/2022,"""Phil Nevin""",ANA,l
