GAMEID,Date,manager_name,team,win_loss
ARI201706280,06/28/2017,"""Torey Lovullo""",ARI,l
CHA201706280,06/28/2017,"""Rick Renteria""",CHA,l
NYA202206280,06/28/2022,"""Aaron Boone""",NYA,w
NYN202306280,06/28/2023,"""Buck Showalter""",NYN,l
PIT202306280,06/28/2023,"""Bob Melvin""",SDN,l
SEA202306280,06/28/2023,"""Dave Martinez""",WAS,w
PHI190606290,06/29/1906,"""Patsy Donovan""",BRO,l
CHN191406290,06/29/1914,"""Buck Herzog""",CIN,l
WS1191406290,06/29/1914,"""Frank Chance""",NYA,l
SLN191806292,06/29/1918,"""Jack Hendricks""",SLN,w
BRO193806290,06/29/1938,"""Casey Stengel""",BSN,w
CIN194806290,06/29/1948,"""Billy Meyer""",PIT,l
PIT194906290,06/29/1949,"""Billy Meyer""",PIT,w
CHA195106290,06/29/1951,"""Zack Taylor""",SLA,l
PIT195606290,06/29/1956,"""Bill Rigney""",NY1,l
SLN195606290,06/29/1956,"""Fred Hutchinson""",SLN,w
BOS195706290,06/29/1957,"""Jack Tighe""",DET,l
CLE195806292,06/29/1958,"""Paul Richards""",BAL,w
BAL196006290,06/29/1960,"""Paul Richards""",BAL,l
SFN196206290,06/29/1962,"""Gene Mauch""",PHI,l
BAL196906291,06/29/1969,"""Earl Weaver""",BAL,l
PHI197106290,06/29/1971,"""Gil Hodges""",NYN,w
CHA197206292,06/29/1972,"""Chuck Tanner""",CHA,l
DET197306290,06/29/1973,"""Earl Weaver""",BAL,w
CHA197406290,06/29/1974,"""Frank Quilici""",MIN,l
SLN197706290,06/29/1977,"""Vern Rapp""",SLN,l
KCA197906290,06/29/1979,"""Jim Fregosi""",CAL,w
HOU198006290,06/29/1980,"""Bill Virdon""",HOU,w
CLE198306291,06/29/1983,"""Mike Ferraro""",CLE,w
CAL198606290,06/29/1986,"""Gene Mauch""",CAL,l
TOR198706290,06/29/1987,"""Jimy Williams""",TOR,l
BOS199006290,06/29/1990,"""Bobby Valentine""",TEX,w
ATL199106290,06/29/1991,"""Tom Lasorda""",LAN,w
NYN199106290,06/29/1991,"""Jim Fregosi""",PHI,l
OAK199306290,06/29/1993,"""Buck Rodgers""",CAL,l
SEA199406290,06/29/1994,"""Lou Piniella""",SEA,w
PHI199506290,06/29/1995,"""Jim Fregosi""",PHI,l
MIL199506290,06/29/1995,"""Phil Garner""",MIL,l
COL199606290,06/29/1996,"""Don Baylor""",COL,l
FLO199706290,06/29/1997,"""Jim Leyland""",FLO,w
MIN200306290,06/29/2003,"""Ron Gardenhire""",MIN,w
NYA200306290,06/29/2003,"""Art Howe""",NYN,l
ARI200606290,06/29/2006,"""Bob Melvin""",ARI,l
CHA200806290,06/29/2008,"""Lou Piniella""",CHN,l
CLE200906290,06/29/2009,"""Eric Wedge""",CLE,l
KCA200906290,06/29/2009,"""Ron Gardenhire""",MIN,l
KCA201006290,06/29/2010,"""Ozzie Guillen""",CHA,w
CIN201006290,06/29/2010,"""Charlie Manuel""",PHI,w
SEA201106290,06/29/2011,"""Eric Wedge""",SEA,l
SDN201606290,06/29/2016,"""Andy Green""",SDN,l
WAS201706290,06/29/2017,"""Dusty Baker""",WAS,l
CIN201706290,06/29/2017,"""Bryan Price""",CIN,l
SDN201806290,06/29/2018,"""Andy Green""",SDN,l
CIN201906290,06/29/2019,"""David Bell""",CIN,l
DET201906290,06/29/2019,"""Ron Gardenhire""",DET,w
TOR202306290,06/29/2023,"""Gabe Kapler""",SFN,l
NY1190606300,06/30/1906,"""John McGraw""",NY1,l
NY1191006300,06/30/1910,"""Bill Dahlen""",BRO,l
WS1191606300,06/30/1916,"""Clark Griffith""",WS1,l
NYA191906302,06/30/1919,"""Miller Huggins""",NYA,w
CLE191906300,06/30/1919,"""Kid Gleason""",CHA,w
CIN194206300,06/30/1942,"""Jimmie Wilson""",CHN,l
PHI194306300,06/30/1943,"""Frankie Frisch""",PIT,t
PIT194406301,06/30/1944,"""Frankie Frisch""",PIT,l
BSN195206302,06/30/1952,"""Charlie Grimm""",BSN,l
PIT195606300,06/30/1956,"""Bill Rigney""",NY1,w
PIT196006302,06/30/1960,"""Danny Murtaugh""",PIT,w
MON196906300,06/30/1969,"""Leo Durocher""",CHN,l
CIN197006300,06/30/1970,"""Sparky Anderson""",CIN,l
MIL197106302,06/30/1971,"""Dave Bristol""",MIL,l
TEX197306302,06/30/1973,"""Jack McKeon""",KCA,w
SFN197906300,06/30/1979,"""John McNamara""",CIN,w
KCA198006300,06/30/1980,"""Jim Frey""",KCA,l
LAN199006300,06/30/1990,"""Whitey Herzog""",SLN,w
SEA199006300,06/30/1990,"""Tom Trebelhorn""",MIL,l
CIN199106300,06/30/1991,"""Art Howe""",HOU,l
FLO199406300,06/30/1994,"""Rene Lachemann""",FLO,l
CHN199506300,06/30/1995,"""Jim Riggleman""",CHN,l
FLO199606300,06/30/1996,"""Bobby Cox""",ATL,w
PHI199606300,06/30/1996,"""Jim Fregosi""",PHI,l
SEA199606300,06/30/1996,"""Johnny Oates""",TEX,l
MIL199806300,06/30/1998,"""Mike Hargrove""",CLE,l
CLE199906300,06/30/1999,"""Mike Hargrove""",CLE,l
MIL200006300,06/30/2000,"""Davey Lopes""",MIL,l
ARI200106300,06/30/2001,"""Buddy Bell""",COL,l
DET200406300,06/30/2004,"""Eric Wedge""",CLE,l
FLO200506300,06/30/2005,"""Bobby Cox""",ATL,l
NYN200506300,06/30/2005,"""Charlie Manuel""",PHI,l
WAS200506300,06/30/2005,"""Lloyd McClendon""",PIT,l
MIN200606300,06/30/2006,"""Ned Yost""",MIL,l
MIN200806300,06/30/2008,"""Ron Gardenhire""",MIN,l
SLN201606300,06/30/2016,"""Mike Matheny""",SLN,l
SDN201706300,06/30/2017,"""Andy Green""",LAN,l
SFN201906300,06/30/2019,"""Torey Lovullo""",ARI,l
TBA201906300,06/30/2019,"""Kevin Cash""",TBA,w
SLN191107010,07/01/1911,"""Fred Clarke""",PIT,l
SLN191407010,07/01/1914,"""Fred Clarke""",PIT,l
CHA191607010,07/01/1916,"""Pants Rowland""",CHA,w
PHA191907010,07/01/1919,"""Ed Barrow""",BOS,l
WS1191907010,07/01/1919,"""Clark Griffith""",WS1,l
PIT193407010,07/01/1934,"""Charlie Grimm""",CHN,l
NY1193707010,07/01/1937,"""Jimmie Wilson""",PHI,l
SLN193707010,07/01/1937,"""Frankie Frisch""",SLN,l
WS1194907010,07/01/1949,"""Joe Kuhel""",WS1,l
PHI195507010,07/01/1955,"""Leo Durocher""",NY1,l
CHN195707010,07/01/1957,"""Bob Scheffing""",CHN,w
WS2196807010,07/01/1968,"""Ralph Houk""",NYA,l
BOS197207010,07/01/1972,"""Eddie Kasko""",BOS,w
PIT197307012,07/01/1973,"""Bill Virdon""",PIT,w
ATL197407010,07/01/1974,"""Preston Gomez""",HOU,w
CLE197607010,07/01/1976,"""Billy Martin""",NYA,l
HOU197807012,07/01/1978,"""Bill Virdon""",HOU,l
SEA197807010,07/01/1978,"""Darrell Johnson""",SEA,l
SLN197907012,07/01/1979,"""Ken Boyer""",SLN,w
DET198007010,07/01/1980,"""Dave Garcia""",CLE,w
CHA198507010,07/01/1985,"""Tony LaRussa""",CHA,l
OAK198607010,07/01/1986,"""Jeff Newman""",CLE,l
NYN198707010,07/01/1987,"""Whitey Herzog""",SLN,l
CHA198707010,07/01/1987,"""Jim Fregosi""",CHA,w
CAL199107010,07/01/1991,"""Doug Rader""",CAL,w
BAL199407010,07/01/1994,"""Johnny Oates""",BAL,w
TOR199507010,07/01/1995,"""Cito Gaston""",TOR,l
BAL199807010,07/01/1998,"""Ray Miller""",BAL,l
LAN200307010,07/01/2003,"""Jim Tracy""",LAN,l
MIN201007010,07/01/2010,"""Ron Gardenhire""",MIN,l
NYN201107010,07/01/2011,"""Terry Collins""",NYN,l
TBA201107010,07/01/2011,"""Joe Maddon""",TBA,l
TOR201207010,07/01/2012,"""Mike Scioscia""",ANA,w
TOR201607010,07/01/2016,"""John Gibbons""",TOR,l
MIN202207010,07/01/2022,"""Brandon Hyde""",BAL,l
NY1190807020,07/02/1908,"""John McGraw""",NY1,w
PHA190807020,07/02/1908,"""Deacon McGuire""",BOS,l
BRO191507020,07/02/1915,"""John McGraw""",NY1,l
CHN191507020,07/02/1915,"""Fred Clarke""",PIT,l
CHA191607020,07/02/1916,"""Hughie Jennings""",DET,l
BOS192307020,07/02/1923,"""Frank Chance""",BOS,w
BSN192407020,07/02/1924,"""Art Fletcher""",PHI,w
CHN193407020,07/02/1934,"""Frankie Frisch""",SLN,l
DET193907020,07/02/1939,"""Jimmy Dykes""",CHA,l
PHI193907021,07/02/1939,"""Casey Stengel""",BSN,w
BOS194407022,07/02/1944,"""Joe Cronin""",BOS,w
BRO194607020,07/02/1946,"""Ben Chapman""",PHI,l
NY1195007022,07/02/1950,"""Leo Durocher""",NY1,l
BSN195107020,07/02/1951,"""Tommy Holmes""",BSN,l
BRO195607020,07/02/1956,"""Walter Alston""",BRO,l
CHN195707020,07/02/1957,"""Birdie Tebbetts""",CIN,w
BAL195907020,07/02/1959,"""Casey Stengel""",NYA,l
SLN195907020,07/02/1959,"""Solly Hemus""",SLN,l
MLN196107021,07/02/1961,"""Fred Hutchinson""",CIN,w
NYN196707022,07/02/1967,"""Red Schoendienst""",SLN,w
BAL197007020,07/02/1970,"""Earl Weaver""",BAL,l
CIN197607021,07/02/1976,"""Bill Virdon""",HOU,w
SDN197907020,07/02/1979,"""Roger Craig""",SDN,l
LAN198207020,07/02/1982,"""Bill Virdon""",HOU,w
SLN199407020,07/02/1994,"""Joe Torre""",SLN,l
MIL199507020,07/02/1995,"""Phil Garner""",MIL,w
LAN199907020,07/02/1999,"""Dusty Baker""",SFN,w
NYA199907020,07/02/1999,"""Ray Miller""",BAL,l
TEX199907020,07/02/1999,"""Johnny Oates""",TEX,w
KCA200007020,07/02/2000,"""Tony Muser""",KCA,l
CHA200307020,07/02/2003,"""Jerry Manuel""",CHA,w
BOS200507020,07/02/2005,"""Terry Francona""",BOS,w
CIN200607020,07/02/2006,"""Jerry Narron""",CIN,l
NYA201007020,07/02/2010,"""Cito Gaston""",TOR,w
CHN201107020,07/02/2011,"""Mike Quade""",CHN,l
TOR201107020,07/02/2011,"""John Farrell""",TOR,l
TOR201307020,07/02/2013,"""John Gibbons""",TOR,l
TOR201407020,07/02/2014,"""John Gibbons""",MIL,l
TOR201507020,07/02/2015,"""John Gibbons""",TOR,l
DET201507020,07/02/2015,"""Brad Ausmus""",DET,l
ARI201607020,07/02/2016,"""Chip Hale""",ARI,w
ATL202107020,07/02/2021,"""Don Mattingly""",MIA,l
CIN202207020,07/02/2022,"""David Bell""",CIN,l
SEA202207020,07/02/2022,"""Mark Kotsay""",OAK,l
SLN202307020,07/02/2023,"""Aaron Boone""",NYA,l
PHI190507030,07/03/1905,"""Hugh Duffy""",NY1,l
PIT190507030,07/03/1905,"""Joe Kelley""",CIN,l
SLN190907031,07/03/1909,"""Roger Bresnahan""",SLN,l
SLN190907032,07/03/1909,"""Clark Griffith""",CIN,w
CLE191107030,07/03/1911,"""George Stovall""",CLE,w
BRO191107030,07/03/1911,"""Bill Dahlen""",BRO,w
NY1191207032,07/03/1912,"""Bill Dahlen""",BRO,l
BOS191307030,07/03/1913,"""Clark Griffith""",WS1,w
CHN191507032,07/03/1915,"""Fred Clarke""",PIT,w
CHA193807031,07/03/1938,"""Jimmy Dykes""",CHA,l
SLA193907030,07/03/1939,"""Fred Haney""",SLA,l
BAL195907030,07/03/1959,"""Paul Richards""",BAL,w
BOS196407030,07/03/1964,"""Bill Rigney""",LAA,w
BAL197307032,07/03/1973,"""Earl Weaver""",BAL,w
CHA197407030,07/03/1974,"""Chuck Tanner""",CHA,l
LAN197807030,07/03/1978,"""Tom Lasorda""",LAN,l
SDN198207030,07/03/1982,"""Frank Robinson""",SFN,w
OAK198307030,07/03/1983,"""Doug Rader""",TEX,w
KCA198807030,07/03/1988,"""John McNamara""",BOS,l
MON198807030,07/03/1988,"""Russ Nixon""",ATL,l
CIN199307030,07/03/1993,"""Jim Leyland""",PIT,l
CAL199507030,07/03/1995,"""Cito Gaston""",TOR,l
ANA199707030,07/03/1997,"""Terry Collins""",ANA,l
TEX200007030,07/03/2000,"""Johnny Oates""",TEX,w
MIL200107030,07/03/2001,"""Tony LaRussa""",SLN,l
MIN200307030,07/03/2003,"""Ron Gardenhire""",MIN,l
LAN200607030,07/03/2006,"""Bob Melvin""",ARI,l
HOU200707030,07/03/2007,"""Charlie Manuel""",PHI,l
BOS201007030,07/03/2010,"""Juan Samuel""",BAL,l
COL201007030,07/03/2010,"""Bruce Bochy""",SFN,w
TEX201107030,07/03/2011,"""Ron Washington""",TEX,l
HOU201607030,07/03/2016,"""A.J. Hinch""",HOU,l
OAK201607030,07/03/2016,"""Clint Hurdle""",PIT,w
CIN201807030,07/03/2018,"""Jim Riggleman""",CIN,l
NY1191007042,07/04/1910,"""Bill Dahlen""",BRO,l
SLN191007041,07/04/1910,"""Roger Bresnahan""",SLN,w
DET191107042,07/04/1911,"""Hughie Jennings""",DET,w
CHN191707042,07/04/1917,"""Fred Mitchell""",CHN,l
NYA191707042,07/04/1917,"""Bill Donovan""",NYA,l
PIT191807041,07/04/1918,"""Hugo Bezdek""",PIT,w
PHI192307041,07/04/1923,"""Art Fletcher""",PHI,l
CLE192307041,07/04/1923,"""Ty Cobb""",DET,l
PHA193107041,07/04/1931,"""Shano Collins""",BOS,l
SLN193807042,07/04/1938,"""Charlie Grimm""",CHN,l
BRO194507041,07/04/1945,"""Leo Durocher""",BRO,l
BRO194807040,07/04/1948,"""Leo Durocher""",BRO,w
BRO195107042,07/04/1951,"""Chuck Dressen""",BRO,w
SLA195107042,07/04/1951,"""Zack Taylor""",SLA,l
CHN195307042,07/04/1953,"""Eddie Stanky""",SLN,l
MLN195607042,07/04/1956,"""Fred Hutchinson""",SLN,l
CIN196107040,07/04/1961,"""Danny Murtaugh""",PIT,l
HOU196307042,07/04/1963,"""Fred Hutchinson""",CIN,l
NYA196307042,07/04/1963,"""Al Lopez""",CHA,w
SFN196307040,07/04/1963,"""Alvin Dark""",SFN,l
WS2196307041,07/04/1963,"""Eddie Lopat""",KC1,l
CHN196607041,07/04/1966,"""Harry Walker""",PIT,w
NYN197207041,07/04/1972,"""Don Zimmer""",SDN,l
HOU197207040,07/04/1972,"""Harry Walker""",HOU,w
CHN197707041,07/04/1977,"""Herman Franks""",CHN,l
MIN197807040,07/04/1978,"""George Bamberger""",MIL,l
CHA198007040,07/04/1980,"""Tony LaRussa""",CHA,l
ATL198507040,07/04/1985,"""Davey Johnson""",NYN,w
MIN198707040,07/04/1987,"""Cal Ripken""",BAL,l
CLE198807040,07/04/1988,"""Doc Edwards""",CLE,l
DET198807040,07/04/1988,"""Jim Snyder""",SEA,l
ATL199107040,07/04/1991,"""Bobby Cox""",ATL,l
MON199107040,07/04/1991,"""Tom Runnells""",MON,l
NYA199807040,07/04/1998,"""Ray Miller""",BAL,l
PIT199907040,07/04/1999,"""Gene Lamont""",PIT,l
ATL200007040,07/04/2000,"""Bobby Cox""",ATL,w
PHI200307040,07/04/2003,"""Larry Bowa""",PHI,l
OAK200307040,07/04/2003,"""Mike Scioscia""",ANA,w
MIN200307040,07/04/2003,"""Eric Wedge""",CLE,l
MIL200307040,07/04/2003,"""Ned Yost""",MIL,l
COL200407040,07/04/2004,"""Alan Trammell""",DET,l
SFN200407040,07/04/2004,"""Felipe Alou""",SFN,l
NYN200607040,07/04/2006,"""Jim Tracy""",PIT,l
DET201407040,07/04/2014,"""Joe Maddon""",TBA,w
PIT201907040,07/04/2019,"""Joe Maddon""",CHN,w
SEA201907040,07/04/2019,"""Mike Shildt""",SLN,w
CHA202207040,07/04/2022,"""Tony LaRussa""",CHA,l
MIL202307040,07/04/2023,"""David Ross""",CHN,w
PIT190107050,07/05/1901,"""George Davis""",NY1,l
KCF191507052,07/05/1915,"""Fielder Jones""",SLF,w
SLA193107052,07/05/1931,"""Donie Bush""",CHA,w
BSN194007050,07/05/1940,"""Casey Stengel""",BSN,l
CHA194107050,07/05/1941,"""Jimmy Dykes""",CHA,l
CLE194307052,07/05/1943,"""Lou Boudreau""",CLE,l
CIN195507050,07/05/1955,"""Birdie Tebbetts""",CIN,l
HOU196607050,07/05/1966,"""Grady Hatton""",HOU,l
BOS196807050,07/05/1968,"""Dick Williams""",BOS,w
BOS197207050,07/05/1972,"""Bill Rigney""",MIN,l
PHI197707050,07/05/1977,"""Joe Torre""",NYN,l
BAL197807052,07/05/1978,"""Earl Weaver""",BAL,w
DET197907050,07/05/1979,"""Sparky Anderson""",DET,w
SEA198207050,07/05/1982,"""Gene Michael""",NYA,l
TEX198207050,07/05/1982,"""Bobby Cox""",TOR,l
CHA198407050,07/05/1984,"""Pat Corrales""",CLE,l
SFN198607050,07/05/1986,"""Whitey Herzog""",SLN,w
CHN198707050,07/05/1987,"""Gene Michael""",CHN,l
CLE199007050,07/05/1990,"""John McNamara""",CLE,l
ATL199207050,07/05/1992,"""Bobby Cox""",ATL,l
ATL199307050,07/05/1993,"""Rene Lachemann""",FLO,l
ATL199407050,07/05/1994,"""Bobby Cox""",ATL,l
CIN199807050,07/05/1998,"""Tony LaRussa""",SLN,l
COL199907050,07/05/1999,"""Davey Johnson""",LAN,l
KCA200007050,07/05/2000,"""Tony Muser""",KCA,l
KCA200607050,07/05/2006,"""Buddy Bell""",KCA,w
NYN201007050,07/05/2010,"""Jerry Manuel""",NYN,l
ANA201107050,07/05/2011,"""Jim Leyland""",DET,l
SDN201207050,07/05/2012,"""Buddy Black""",SDN,w
PHI201307050,07/05/2013,"""Fredi Gonzalez""",ATL,l
MIN201407050,07/05/2014,"""Ron Gardenhire""",MIN,w
WAS201507050,07/05/2015,"""Bruce Bochy""",SFN,l
CHN201607050,07/05/2016,"""Joe Maddon""",CHN,l
CHN202107050,07/05/2021,"""David Ross""",CHN,l
SDN202307050,07/05/2023,"""Phil Nevin""",ANA,l
PHI190407060,07/06/1904,"""John McGraw""",NY1,w
BRO191207060,07/06/1912,"""Bill Dahlen""",BRO,l
BSN191207060,07/06/1912,"""Johnny Kling""",BSN,l
NY1192907060,07/06/1929,"""John McGraw""",NY1,l
CLE194007060,07/06/1940,"""Jimmy Dykes""",CHA,l
SLN194007062,07/06/1940,"""Frankie Frisch""",PIT,w
CHN195007060,07/06/1950,"""Billy Meyer""",CHN,l
PHA195207061,07/06/1952,"""Casey Stengel""",NYA,w
PIT195307060,07/06/1953,"""Fred Haney""",PIT,l
BAL195507060,07/06/1955,"""Paul Richards""",BAL,w
MLN196007060,07/06/1960,"""Gene Mauch""",PHI,w
PHI197207060,07/06/1972,"""Frank Lucchesi""",PHI,l
NYN197407060,07/06/1974,"""Wes Westrum""",SFN,w
SDN197507060,07/06/1975,"""Sparky Anderson""",CIN,w
BAL197807060,07/06/1978,"""Earl Weaver""",BAL,l
MIL197907061,07/06/1979,"""George Bamberger""",MIL,l
BAL198007060,07/06/1980,"""Earl Weaver""",BAL,l
TEX198507060,07/06/1985,"""Bobby Valentine""",TEX,l
ATL198607060,07/06/1986,"""Buck Rodgers""",MON,w
BOS198607060,07/06/1986,"""Dick Williams""",SEA,l
OAK199507060,07/06/1995,"""Tony LaRussa""",OAK,l
ATL200007060,07/06/2000,"""Felipe Alou""",MON,w
ATL200307060,07/06/2003,"""Bobby Cox""",ATL,w
BAL200307060,07/06/2003,"""Mike Hargrove""",BAL,l
KCA200707060,07/06/2007,"""Buddy Bell""",KCA,l
NYA200807060,07/06/2008,"""Joe Girardi""",NYA,w
ATL200807060,07/06/2008,"""Bobby Cox""",ATL,w
NYA200907060,07/06/2009,"""Joe Girardi""",NYA,l
SLN201307060,07/06/2013,"""Mike Redmond""",MIA,l
LAN201607060,07/06/2016,"""Dave Roberts""",LAN,l
NYN201907060,07/06/2019,"""Mickey Callaway""",NYN,w
NYA202307060,07/06/2023,"""Brandon Hyde""",BAL,w
CLE190207070,07/07/1902,"""Clark Griffith""",CHA,l
SLA195007071,07/07/1950,"""Zack Taylor""",SLA,l
CIN195607070,07/07/1956,"""Birdie Tebbetts""",CIN,w
BOS195707070,07/07/1957,"""Paul Richards""",BAL,w
BOS196807072,07/07/1968,"""Cal Ermer""",MIN,l
PHI196807072,07/07/1968,"""Gil Hodges""",NYN,w
CAL197207070,07/07/1972,"""Eddie Kasko""",BOS,w
BOS197507070,07/07/1975,"""Frank Quilici""",MIN,l
OAK197507070,07/07/1975,"""Frank Robinson""",CLE,l
CLE197907070,07/07/1979,"""Jeff Torborg""",CLE,w
SEA197907070,07/07/1979,"""Darrell Johnson""",SEA,l
PHI198207070,07/07/1982,"""Dick Williams""",SDN,w
BOS198607070,07/07/1986,"""John McNamara""",BOS,l
CHN198707070,07/07/1987,"""Gene Michael""",CHN,w
LAN199107070,07/07/1991,"""Tom Lasorda""",LAN,w
CHN199207070,07/07/1992,"""Jim Lefebvre""",CHN,l
ATL199507070,07/07/1995,"""Bobby Cox""",ATL,w
SDN199607070,07/07/1996,"""Dusty Baker""",SFN,l
TEX200207070,07/07/2002,"""Jerry Narron""",TEX,l
PHI200207070,07/07/2002,"""Frank Robinson""",MON,l
MON200307070,07/07/2003,"""Larry Bowa""",PHI,l
SFN200307070,07/07/2003,"""Felipe Alou""",SFN,w
MIN200407070,07/07/2004,"""Ron Gardenhire""",MIN,w
NYA200407070,07/07/2004,"""Alan Trammell""",DET,w
PHI200807070,07/07/2008,"""Jerry Manuel""",NYN,w
SDN200807070,07/07/2008,"""Fredi Gonzalez""",FLO,w
TEX200807070,07/07/2008,"""Mike Scioscia""",ANA,w
SEA200907070,07/07/2009,"""Dave Trembley""",BAL,w
TEX201007070,07/07/2010,"""Manny Acta""",CLE,l
HOU201207070,07/07/2012,"""Ron Roenicke""",MIL,l
NYN201407070,07/07/2014,"""Fredi Gonzalez""",ATL,l
WAS201707070,07/07/2017,"""Brian Snitker""",ATL,l
TOR201807070,07/07/2018,"""John Gibbons""",TOR,l
CLE190207080,07/08/1902,"""Clark Griffith""",CHA,w
SLN191207080,07/08/1912,"""Roger Bresnahan""",SLN,l
BOS191807082,07/08/1918,"""Lee Fohl""",CLE,w
CIN193207080,07/08/1932,"""Dan Howley""",CIN,l
BRO194307080,07/08/1943,"""Frankie Frisch""",PIT,w
DET195007080,07/08/1950,"""Red Rolfe""",DET,w
DET196207082,07/08/1962,"""Billy Hitchcock""",BAL,l
CLE196207081,07/08/1962,"""Al Lopez""",CHA,w
BAL196907082,07/08/1969,"""Ralph Houk""",NYA,l
CAL197507080,07/08/1975,"""Earl Weaver""",BAL,w
PIT197707080,07/08/1977,"""Danny Ozark""",PHI,l
KCA197707080,07/08/1977,"""Bobby Winkles""",OAK,l
SEA198507080,07/08/1985,"""Bobby Cox""",SEA,l
SFN199007081,07/08/1990,"""Don Zimmer""",CHN,l
ATL199007080,07/08/1990,"""Bobby Cox""",ATL,l
NYN200007081,07/08/2000,"""Bobby Valentine""",NYN,l
KCA200107080,07/08/2001,"""Larry Dierker""",HOU,w
ARI200107080,07/08/2001,"""Bob Brenly""",ARI,l
MIL200307080,07/08/2003,"""Lloyd McClendon""",PIT,w
SFN200307080,07/08/2003,"""Tony LaRussa""",SLN,l
SEA200607080,07/08/2006,"""Mike Hargrove""",SEA,l
CHA201207080,07/08/2012,"""Robin Ventura""",CHA,l
DET201407080,07/08/2014,"""Don Mattingly""",LAN,l
CHN201507080,07/08/2015,"""Mike Matheny""",SLN,w
SFN201607080,07/08/2016,"""Bruce Bochy""",ARI,l
COL201707080,07/08/2017,"""Buddy Black""",COL,l
DET201807080,07/08/2018,"""Jeff Banister""",TEX,w
MIL202307080,07/08/2023,"""Craig Counsell""",MIL,l
CIN191007090,07/09/1910,"""Bill Dahlen""",BRO,l
NY1192907090,07/09/1929,"""Jack Hendricks""",CIN,l
PHI193807090,07/09/1938,"""Burleigh Grimes""",BRO,l
CHN196107092,07/09/1961,"""Gene Mauch""",PHI,l
CAL197607090,07/09/1976,"""Earl Weaver""",BAL,w
BOS198607090,07/09/1986,"""John McNamara""",BOS,w
TOR198607090,07/09/1986,"""Dick Williams""",SEA,l
TEX198607090,07/09/1986,"""Lou Piniella""",NYA,w
PHI199307090,07/09/1993,"""Jim Fregosi""",PHI,l
NYN199307090,07/09/1993,"""Dallas Green""",LAN,l
FLO199907090,07/09/1999,"""John Boles""",FLO,w
MIL200007090,07/09/2000,"""Phil Garner""",DET,l
NYA200407090,07/09/2004,"""Lou Piniella""",TBA,l
PHI200407090,07/09/2004,"""Larry Bowa""",PHI,w
SLN200407090,07/09/2004,"""Tony LaRussa""",SLN,w
FLO200507090,07/09/2005,"""Jack McKeon""",FLO,l
KCA200507090,07/09/2005,"""Buddy Bell""",KCA,w
BOS200807090,07/09/2008,"""Ron Gardenhire""",MIN,l
ANA201107090,07/09/2011,"""Eric Wedge""",SEA,l
CIN201407090,07/09/2014,"""Rick Renteria""",CHN,l
MIN201807090,07/09/2018,"""Ned Yost""",KCA,l
CLE202107090,07/09/2021,"""Terry Francona""",CLE,w
MIL202207090,07/09/2022,"""Derek Shelton""",PIT,w
NYN202207090,07/09/2022,"""Don Mattingly""",MIA,l
OAK202207090,07/09/2022,"""Dusty Baker""",HOU,l
NYA202307090,07/09/2023,"""David Ross""",CHN,w
CIN190607100,07/10/1906,"""John McGraw""",NY1,l
CIN191007100,07/10/1910,"""Bill Dahlen""",BRO,w
WS1191207100,07/10/1912,"""Clark Griffith""",WS1,w
NEW191507100,07/10/1915,"""Otto Knabe""",BLF,w
SLA191707100,07/10/1917,"""Fielder Jones""",SLA,l
CHN192407102,07/10/1924,"""Bill Killefer""",CHN,w
BRO192907100,07/10/1929,"""Billy Southworth""",SLN,l
BRO193207100,07/10/1932,"""George Gibson""",PIT,w
LAA196407101,07/10/1964,"""Bill Rigney""",LAA,l
HOU197007100,07/10/1970,"""Harry Walker""",HOU,l
ATL197007102,07/10/1970,"""Lum Harris""",ATL,l
CAL197407100,07/10/1974,"""Dick Williams""",CAL,l
CHN197407100,07/10/1974,"""Sparky Anderson""",CIN,l
CIN197607100,07/10/1976,"""Sparky Anderson""",CIN,l
CAL197607100,07/10/1976,"""Earl Weaver""",BAL,w
MIL197607100,07/10/1976,"""Frank Lucchesi""",TEX,l
OAK197907100,07/10/1979,"""Earl Weaver""",BAL,l
DET197907100,07/10/1979,"""Gene Mauch""",MIN,l
OAK198207100,07/10/1982,"""Earl Weaver""",BAL,l
CHA198307100,07/10/1983,"""Tony LaRussa""",CHA,l
PIT199807100,07/10/1998,"""Gene Lamont""",PIT,l
SEA199807100,07/10/1998,"""Lou Piniella""",SEA,l
CLE200307100,07/10/2003,"""Eric Wedge""",CLE,w
TEX200807100,07/10/2008,"""Ron Washington""",TEX,l
TOR201007100,07/10/2010,"""Terry Francona""",BOS,l
LAN201007100,07/10/2010,"""Lou Piniella""",CHN,w
BOS201107100,07/10/2011,"""Buck Showalter""",BAL,l
HOU201807100,07/10/2018,"""Bob Melvin""",OAK,l
MIL202107100,07/10/2021,"""Craig Counsell""",MIL,l
BOS202207100,07/10/2022,"""Aaron Boone""",NYA,l
BOS190807110,07/11/1908,"""Deacon McGuire""",BOS,w
NY1191307110,07/11/1913,"""Johnny Evers""",CHN,l
PIT191407110,07/11/1914,"""Red Dooin""",PHI,l
PHA191607112,07/11/1916,"""Fielder Jones""",SLA,l
NY1192307110,07/11/1923,"""Bill McKechnie""",PIT,l
BRO192307110,07/11/1923,"""Bill Killefer""",CHN,w
PHA192407110,07/11/1924,"""Tris Speaker""",CLE,l
PIT192407110,07/11/1924,"""Bill McKechnie""",PIT,w
BRO192507110,07/11/1925,"""Bill McKechnie""",PIT,w
